AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 09:19:58 Compatible with AeroDyn v13.0.
Polar "T1_Re2.700_M0.00_N9.0 360 M" on Foil "T1_Re2.700_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
20.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
0.00           Angle of attack for zero Cn for linear Cn curve (deg)
6.34169        Cn slope for zero lift for linear Cn curve (1/rad)
1.1538         Cn at stall value for positive angle of attack for linear Cn curve
-1.0239        Cn at stall value for negative angle of attack for linear Cn curve
0.00           Angle of attack for minimum CD (deg)
0.0110         Minimum CD value
   -180.00    0.0000    0.0060
   -179.00    0.0885    0.0065
   -178.00    0.1770    0.0080
   -177.00    0.2656    0.0105
   -176.00    0.3541    0.0140
   -175.00    0.4426    0.0185
   -174.00    0.5311    0.0239
   -173.00    0.6172    0.0304
   -172.00    0.6881    0.0378
   -171.00    0.7206    0.0461
   -170.00    0.7018    0.0554
   -169.00    0.6497    0.0657
   -168.00    0.5955    0.0769
   -167.00    0.5568    0.0890
   -166.00    0.5358    0.1019
   -165.00    0.5289    0.1158
   -164.00    0.5316    0.1306
   -163.00    0.5405    0.1461
   -162.00    0.5534    0.1625
   -161.00    0.5687    0.1798
   -160.00    0.5854    0.1978
   -159.00    0.6028    0.2165
   -158.00    0.6204    0.2360
   -157.00    0.6380    0.2563
   -156.00    0.6553    0.2772
   -155.00    0.6721    0.2988
   -154.00    0.6884    0.3210
   -153.00    0.7039    0.3439
   -152.00    0.7186    0.3673
   -151.00    0.7325    0.3913
   -150.00    0.7454    0.4158
   -149.00    0.7575    0.4408
   -148.00    0.7686    0.4663
   -147.00    0.7786    0.4923
   -146.00    0.7877    0.5186
   -145.00    0.7957    0.5453
   -144.00    0.8026    0.5724
   -143.00    0.8084    0.5997
   -142.00    0.8132    0.6274
   -141.00    0.8169    0.6552
   -140.00    0.8194    0.6833
   -139.00    0.8209    0.7116
   -138.00    0.8212    0.7400
   -137.00    0.8205    0.7685
   -136.00    0.8186    0.7970
   -135.00    0.8156    0.8256
   -134.00    0.8116    0.8542
   -133.00    0.8064    0.8828
   -132.00    0.8002    0.9113
   -131.00    0.7929    0.9397
   -130.00    0.7845    0.9679
   -129.00    0.7751    0.9960
   -128.00    0.7647    1.0239
   -127.00    0.7532    1.0515
   -126.00    0.7408    1.0789
   -125.00    0.7274    1.1059
   -124.00    0.7131    1.1326
   -123.00    0.6978    1.1589
   -122.00    0.6816    1.1849
   -121.00    0.6645    1.2103
   -120.00    0.6466    1.2354
   -119.00    0.6278    1.2599
   -118.00    0.6083    1.2838
   -117.00    0.5880    1.3073
   -116.00    0.5669    1.3301
   -115.00    0.5451    1.3523
   -114.00    0.5227    1.3739
   -113.00    0.4995    1.3948
   -112.00    0.4758    1.4150
   -111.00    0.4515    1.4345
   -110.00    0.4267    1.4533
   -109.00    0.4013    1.4713
   -108.00    0.3754    1.4885
   -107.00    0.3491    1.5049
   -106.00    0.3224    1.5204
   -105.00    0.2953    1.5351
   -104.00    0.2640    1.5490
   -103.00    0.2362    1.5620
   -102.00    0.2081    1.5740
   -101.00    0.1797    1.5852
   -100.00    0.1512    1.5954
    -99.00    0.1225    1.6047
    -98.00    0.0937    1.6130
    -97.00    0.0649    1.6204
    -96.00    0.0359    1.6268
    -95.00    0.0070    1.6322
    -94.00   -0.0220    1.6367
    -93.00   -0.0509    1.6401
    -92.00   -0.0796    1.6426
    -91.00   -0.1083    1.6440
    -90.00   -0.1368    1.6445
    -89.00   -0.1651    1.6440
    -88.00   -0.1932    1.6424
    -87.00   -0.2211    1.6399
    -86.00   -0.2486    1.6363
    -85.00   -0.2758    1.6318
    -84.00   -0.3027    1.6263
    -83.00   -0.3292    1.6198
    -82.00   -0.3553    1.6124
    -81.00   -0.3809    1.6039
    -80.00   -0.4061    1.5946
    -79.00   -0.4308    1.5842
    -78.00   -0.4549    1.5730
    -77.00   -0.4785    1.5608
    -76.00   -0.5016    1.5478
    -75.00   -0.5240    1.5338
    -74.00   -0.5459    1.5190
    -73.00   -0.5671    1.5033
    -72.00   -0.5876    1.4868
    -71.00   -0.6075    1.4695
    -70.00   -0.6267    1.4514
    -69.00   -0.6452    1.4325
    -68.00   -0.6629    1.4129
    -67.00   -0.6800    1.3925
    -66.00   -0.6962    1.3715
    -65.00   -0.7117    1.3498
    -64.00   -0.7265    1.3274
    -63.00   -0.7404    1.3044
    -62.00   -0.7536    1.2808
    -61.00   -0.7659    1.2567
    -60.00   -0.7775    1.2320
    -59.00   -0.7882    1.2068
    -58.00   -0.7981    1.1811
    -57.00   -0.8072    1.1550
    -56.00   -0.8155    1.1284
    -55.00   -0.8230    1.1015
    -54.00   -0.8297    1.0742
    -53.00   -0.8356    1.0466
    -52.00   -0.8407    1.0186
    -51.00   -0.8450    0.9905
    -50.00   -0.8485    0.9621
    -49.00   -0.8513    0.9335
    -48.00   -0.8534    0.9048
    -47.00   -0.8547    0.8759
    -46.00   -0.8553    0.8469
    -45.00   -0.8553    0.8179
    -44.00   -0.8546    0.7888
    -43.00   -0.8534    0.7597
    -42.00   -0.8516    0.7307
    -41.00   -0.8492    0.7017
    -40.00   -0.8465    0.6728
    -39.00   -0.8433    0.6441
    -38.00   -0.8398    0.6155
    -37.00   -0.8361    0.5870
    -36.00   -0.8322    0.5588
    -35.00   -0.8283    0.5308
    -34.00   -0.8244    0.5031
    -33.00   -0.8208    0.4757
    -32.00   -0.8176    0.4485
    -31.00   -0.8150    0.4217
    -30.00   -0.8131    0.3952
    -29.00   -0.8124    0.3691
    -28.00   -0.8130    0.3434
    -27.00   -0.8152    0.3181
    -26.00   -0.8196    0.2931
    -25.00   -0.8264    0.2686
    -24.00   -0.8362    0.2446
    -23.00   -0.8494    0.2211
    -22.00   -0.8664    0.1981
    -21.00   -0.8877    0.1756
    -20.00   -0.9134    0.1539
    -19.00   -0.9432    0.1330
    -18.00   -0.9766    0.1131
    -17.00   -1.0119    0.0944
    -16.00   -1.0466    0.0773
    -15.00   -1.0772    0.0620
    -14.00   -1.0991    0.0489
    -13.00   -1.1073    0.0381
    -12.00   -1.0977    0.0298
    -11.00   -1.0676    0.0237
    -10.00   -1.0373    0.0133
     -9.50   -0.9902    0.0130
     -9.00   -0.9438    0.0127
     -8.50   -0.9005    0.0125
     -8.00   -0.8574    0.0123
     -7.50   -0.8081    0.0122
     -7.00   -0.7576    0.0120
     -6.50   -0.7062    0.0118
     -6.00   -0.6541    0.0117
     -5.50   -0.6013    0.0116
     -5.00   -0.5481    0.0115
     -4.50   -0.4944    0.0114
     -4.00   -0.4403    0.0113
     -3.50   -0.3859    0.0112
     -3.00   -0.3312    0.0111
     -2.50   -0.2764    0.0111
     -2.00   -0.2213    0.0110
     -1.50   -0.1661    0.0110
     -1.00   -0.1108    0.0110
     -0.50   -0.0554    0.0110
      0.00   -0.0000    0.0110
      0.50    0.0554    0.0110
      1.00    0.1108    0.0110
      1.50    0.1661    0.0110
      2.00    0.2213    0.0110
      2.50    0.2764    0.0111
      3.00    0.3313    0.0111
      3.50    0.3860    0.0112
      4.00    0.4404    0.0113
      4.50    0.4945    0.0114
      5.00    0.5482    0.0115
      5.50    0.6015    0.0116
      6.00    0.6543    0.0117
      6.50    0.7064    0.0118
      7.00    0.7579    0.0120
      7.50    0.8085    0.0122
      8.00    0.8579    0.0123
      8.50    0.9013    0.0125
      9.00    0.9445    0.0127
      9.50    0.9910    0.0130
     10.00    1.0381    0.0133
     10.50    1.0843    0.0137
     11.00    1.1300    0.0141
     11.50    1.1745    0.0145
     12.00    1.2159    0.0151
     12.50    1.2507    0.0160
     13.00    1.2890    0.0168
     13.50    1.3246    0.0178
     14.00    1.3531    0.0192
     14.50    1.3855    0.0205
     15.00    1.4181    0.0218
     15.50    1.4441    0.0236
     16.00    1.4648    0.0259
     16.50    1.4865    0.0283
     17.00    1.5107    0.0306
     17.50    1.5304    0.0334
     18.00    1.5442    0.0369
     18.50    1.5506    0.0411
     19.00    1.5497    0.0463
     19.50    1.5481    0.0517
     20.00    1.5531    0.0566
     21.00    1.5245    0.1062
     22.00    1.4886    0.1272
     23.00    1.4481    0.1500
     24.00    1.4053    0.1744
     25.00    1.3622    0.2001
     26.00    1.3203    0.2268
     27.00    1.2806    0.2544
     28.00    1.2437    0.2827
     29.00    1.2100    0.3115
     30.00    1.1794    0.3407
     31.00    1.1521    0.3702
     32.00    1.1277    0.4000
     33.00    1.1061    0.4301
     34.00    1.0870    0.4602
     35.00    1.0702    0.4906
     36.00    1.0552    0.5210
     37.00    1.0419    0.5515
     38.00    1.0301    0.5821
     39.00    1.0194    0.6127
     40.00    1.0097    0.6433
     41.00    1.0007    0.6740
     42.00    0.9924    0.7046
     43.00    0.9845    0.7351
     44.00    0.9768    0.7656
     45.00    0.9694    0.7960
     46.00    0.9620    0.8263
     47.00    0.9545    0.8564
     48.00    0.9470    0.8863
     49.00    0.9392    0.9161
     50.00    0.9311    0.9456
     51.00    0.9227    0.9749
     52.00    0.9139    1.0039
     53.00    0.9047    1.0326
     54.00    0.8950    1.0609
     55.00    0.8848    1.0889
     56.00    0.8740    1.1165
     57.00    0.8626    1.1436
     58.00    0.8507    1.1703
     59.00    0.8381    1.1966
     60.00    0.8249    1.2223
     61.00    0.8110    1.2474
     62.00    0.7965    1.2720
     63.00    0.7813    1.2961
     64.00    0.7655    1.3195
     65.00    0.7490    1.3422
     66.00    0.7318    1.3643
     67.00    0.7140    1.3857
     68.00    0.6955    1.4064
     69.00    0.6764    1.4263
     70.00    0.6566    1.4455
     71.00    0.6362    1.4638
     72.00    0.6151    1.4814
     73.00    0.5935    1.4982
     74.00    0.5712    1.5141
     75.00    0.5484    1.5291
     76.00    0.5250    1.5433
     77.00    0.5011    1.5566
     78.00    0.4766    1.5689
     79.00    0.4517    1.5803
     80.00    0.4262    1.5908
     81.00    0.4003    1.6004
     82.00    0.3740    1.6090
     83.00    0.3473    1.6166
     84.00    0.3202    1.6232
     85.00    0.2927    1.6289
     86.00    0.2649    1.6335
     87.00    0.2368    1.6372
     88.00    0.2085    1.6399
     89.00    0.1799    1.6415
     90.00    0.1511    1.6422
     91.00    0.1221    1.6418
     92.00    0.0930    1.6405
     93.00    0.0638    1.6381
     94.00    0.0345    1.6348
     95.00    0.0052    1.6304
     96.00   -0.0241    1.6251
     97.00   -0.0534    1.6187
     98.00   -0.0826    1.6114
     99.00   -0.1118    1.6032
    100.00   -0.1407    1.5940
    101.00   -0.1696    1.5838
    102.00   -0.1982    1.5727
    103.00   -0.2265    1.5607
    104.00   -0.2546    1.5478
    105.00   -0.2953    1.5340
    106.00   -0.3224    1.5194
    107.00   -0.3491    1.5038
    108.00   -0.3754    1.4875
    109.00   -0.4013    1.4703
    110.00   -0.4267    1.4524
    111.00   -0.4515    1.4337
    112.00   -0.4758    1.4142
    113.00   -0.4996    1.3941
    114.00   -0.5227    1.3732
    115.00   -0.5451    1.3517
    116.00   -0.5669    1.3295
    117.00   -0.5880    1.3067
    118.00   -0.6083    1.2833
    119.00   -0.6279    1.2593
    120.00   -0.6466    1.2348
    121.00   -0.6645    1.2098
    122.00   -0.6816    1.1844
    123.00   -0.6978    1.1585
    124.00   -0.7131    1.1322
    125.00   -0.7274    1.1055
    126.00   -0.7408    1.0785
    127.00   -0.7532    1.0512
    128.00   -0.7647    1.0236
    129.00   -0.7751    0.9957
    130.00   -0.7845    0.9676
    131.00   -0.7929    0.9394
    132.00   -0.8002    0.9110
    133.00   -0.8064    0.8826
    134.00   -0.8116    0.8540
    135.00   -0.8156    0.8254
    136.00   -0.8186    0.7968
    137.00   -0.8205    0.7683
    138.00   -0.8212    0.7398
    139.00   -0.8209    0.7114
    140.00   -0.8194    0.6832
    141.00   -0.8169    0.6551
    142.00   -0.8132    0.6272
    143.00   -0.8085    0.5996
    144.00   -0.8026    0.5723
    145.00   -0.7957    0.5452
    146.00   -0.7877    0.5185
    147.00   -0.7787    0.4922
    148.00   -0.7686    0.4663
    149.00   -0.7575    0.4408
    150.00   -0.7455    0.4158
    151.00   -0.7325    0.3912
    152.00   -0.7187    0.3673
    153.00   -0.7040    0.3438
    154.00   -0.6885    0.3210
    155.00   -0.6723    0.2988
    156.00   -0.6555    0.2772
    157.00   -0.6382    0.2563
    158.00   -0.6206    0.2360
    159.00   -0.6030    0.2165
    160.00   -0.5857    0.1977
    161.00   -0.5690    0.1797
    162.00   -0.5538    0.1625
    163.00   -0.5410    0.1461
    164.00   -0.5322    0.1305
    165.00   -0.5296    0.1158
    166.00   -0.5367    0.1019
    167.00   -0.5576    0.0890
    168.00   -0.5963    0.0769
    169.00   -0.6501    0.0657
    170.00   -0.7018    0.0554
    171.00   -0.7203    0.0461
    172.00   -0.6878    0.0378
    173.00   -0.6171    0.0304
    174.00   -0.5311    0.0239
    175.00   -0.4426    0.0185
    176.00   -0.3541    0.0140
    177.00   -0.2656    0.0105
    178.00   -0.1770    0.0080
    179.00   -0.0885    0.0065
    180.00    0.0000    0.0060
    180.00    0.0000    0.0060
