AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 14:37:46 Compatible with AeroDyn v13.0.
Polar "T1_Re1.200_M0.00_N9.0 360 M" on Foil "T1_Re1.200_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
15.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.43          Angle of attack for zero Cn for linear Cn curve (deg)
6.57305        Cn slope for zero lift for linear Cn curve (1/rad)
-0.8144        Cn at stall value for positive angle of attack for linear Cn curve
-0.9141        Cn at stall value for negative angle of attack for linear Cn curve
-1.00          Angle of attack for minimum CD (deg)
0.0102         Minimum CD value
   -180.00   -0.0423    0.0060
   -179.00    0.0492    0.0065
   -178.00    0.1404    0.0081
   -177.00    0.2292    0.0106
   -176.00    0.3088    0.0143
   -175.00    0.3683    0.0189
   -174.00    0.3998    0.0245
   -173.00    0.4066    0.0312
   -172.00    0.4002    0.0388
   -171.00    0.3919    0.0475
   -170.00    0.3876    0.0571
   -169.00    0.3891    0.0677
   -168.00    0.3957    0.0792
   -167.00    0.4064    0.0917
   -166.00    0.4200    0.1051
   -165.00    0.4356    0.1195
   -164.00    0.4524    0.1347
   -163.00    0.4700    0.1507
   -162.00    0.4879    0.1677
   -161.00    0.5059    0.1854
   -160.00    0.5237    0.2040
   -159.00    0.5410    0.2233
   -158.00    0.5579    0.2434
   -157.00    0.5742    0.2642
   -156.00    0.5898    0.2858
   -155.00    0.6046    0.3080
   -154.00    0.6186    0.3309
   -153.00    0.6318    0.3544
   -152.00    0.6441    0.3785
   -151.00    0.6554    0.4032
   -150.00    0.6658    0.4284
   -149.00    0.6753    0.4542
   -148.00    0.6838    0.4804
   -147.00    0.6913    0.5070
   -146.00    0.6978    0.5341
   -145.00    0.7034    0.5615
   -144.00    0.7079    0.5893
   -143.00    0.7115    0.6174
   -142.00    0.7140    0.6458
   -141.00    0.7156    0.6744
   -140.00    0.7161    0.7032
   -139.00    0.7157    0.7322
   -138.00    0.7144    0.7613
   -137.00    0.7120    0.7906
   -136.00    0.7088    0.8199
   -135.00    0.7046    0.8492
   -134.00    0.6994    0.8785
   -133.00    0.6934    0.9078
   -132.00    0.6865    0.9370
