1.00000000	0.00000000
0.99612883	0.00046540
0.99050451	0.00109131
0.98315208	0.00192213
0.97410050	0.00298536
0.96338427	0.00430215
0.95104439	0.00589674
0.93712773	0.00779157
0.92168552	0.00999787
0.90477530	0.01253165
0.88645608	0.01538274
0.86679218	0.01854378
0.84585135	0.02199923
0.82370529	0.02573049
0.80042832	0.02970952
0.77609701	0.03389866
0.75078731	0.03823514
0.72458203	0.04267555
0.69756277	0.04714926
0.66981694	0.05160046
0.64143284	0.05595917
0.61250098	0.06014849
0.58311707	0.06410553
0.55338006	0.06777113
0.52339146	0.07108653
0.49325463	0.07398691
0.46307573	0.07640977
0.43296347	0.07829419
0.40302945	0.07958404
0.37338800	0.08024044
0.34415494	0.08024960
0.31544564	0.07961513
0.28737324	0.07836661
0.26004605	0.07656304
0.23356635	0.07427438
0.20803518	0.07153149
0.18355128	0.06835710
0.16020742	0.06479492
0.13809340	0.06088104
0.11729328	0.05666324
0.09788877	0.05217982
0.07996197	0.04745488
0.06359151	0.04252032
0.04886455	0.03738189
0.03585968	0.03208180
0.02463179	0.02672453
0.01527185	0.02135013
0.00798435	0.01589157
0.00302802	0.01041888
0.00048827	0.00538458
-0.00013762	0.00154882
0.00051344	-0.00226173
0.00294254	-0.00730778
0.00802130	-0.01259411
0.01562035	-0.01750325
0.02535137	-0.02201821
0.03693783	-0.02633866
0.05025997	-0.03050759
0.06525253	-0.03445700
0.08183922	-0.03816145
0.09993519	-0.04164197
0.11946333	-0.04488777
0.14034445	-0.04789040
0.16249894	-0.05062550
0.18584444	-0.05306017
0.21029434	-0.05516558
0.23575835	-0.05690970
0.26214150	-0.05827750
0.28934620	-0.05924627
0.31727279	-0.05975211
0.34581640	-0.05974155
0.37486844	-0.05918987
0.40431860	-0.05809752
0.43405639	-0.05648276
0.46397274	-0.05438690
0.49396096	-0.05186733
0.52391668	-0.04898630
0.55373730	-0.04580537
0.58332244	-0.04238831
0.61257302	-0.03879261
0.64139172	-0.03507362
0.66968401	-0.03129131
0.69735944	-0.02751794
0.72432930	-0.02381940
0.75050507	-0.02024397
0.77580328	-0.01685706
0.80013915	-0.01369339
0.82343364	-0.01080863
0.84560721	-0.00823056
0.86658263	-0.00597651
0.88628557	-0.00405529
0.90464533	-0.00247001
0.92159493	-0.00121518
0.93707217	-0.00028721
0.95101825	0.00034525
0.96338034	0.00071002
0.97411118	0.00084792
0.98316990	0.00080291
0.99052211	0.00061773
0.99614013	0.00034152
1.00000000	0.00000000
