AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 15:00:52 Compatible with AeroDyn v13.0.
Polar "T1_Re0.600_M0.00_N9.0 360 M" on Foil "T1_Re0.600_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
15.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-0.00          Angle of attack for zero Cn for linear Cn curve (deg)
6.07740        Cn slope for zero lift for linear Cn curve (1/rad)
0.8894         Cn at stall value for positive angle of attack for linear Cn curve
-0.8896        Cn at stall value for negative angle of attack for linear Cn curve
1.00           Angle of attack for minimum CD (deg)
0.0067         Minimum CD value
   -180.00    0.0001    0.0060
   -179.00    0.0572    0.0065
   -178.00    0.1045    0.0081
   -177.00    0.1443    0.0107
   -176.00    0.1789    0.0143
   -175.00    0.2101    0.0189
   -174.00    0.2392    0.0246
   -173.00    0.2672    0.0312
   -172.00    0.2944    0.0389
   -171.00    0.3213    0.0475
   -170.00    0.3479    0.0572
   -169.00    0.3742    0.0678
   -168.00    0.4003    0.0794
   -167.00    0.4262    0.0919
   -166.00    0.4517    0.1054
   -165.00    0.4769    0.1197
   -164.00    0.5016    0.1350
   -163.00    0.5259    0.1511
   -162.00    0.5496    0.1681
   -161.00    0.5726    0.1860
   -160.00    0.5951    0.2046
   -159.00    0.6168    0.2240
   -158.00    0.6378    0.2443
   -157.00    0.6580    0.2652
   -156.00    0.6774    0.2869
   -155.00    0.6959    0.3092
   -154.00    0.7134    0.3323
   -153.00    0.7301    0.3559
   -152.00    0.7458    0.3802
   -151.00    0.7605    0.4051
   -150.00    0.7741    0.4305
   -149.00    0.7868    0.4564
   -148.00    0.7983    0.4828
   -147.00    0.8088    0.5096
   -146.00    0.8182    0.5369
   -145.00    0.8265    0.5646
   -144.00    0.8337    0.5926
   -143.00    0.8397    0.6209
   -142.00    0.8447    0.6495
   -141.00    0.8484    0.6784
   -140.00    0.8510    0.7075
   -139.00    0.8525    0.7368
   -138.00    0.8528    0.7662
   -137.00    0.8520    0.7957
   -136.00    0.8500    0.8253
   -135.00    0.8468    0.8549
   -134.00    0.8426    0.8845
   -133.00    0.8372    0.9141
   -132.00    0.8307    0.9436
   -131.00    0.8231    0.9730
   -130.00    0.8144    1.0023
   -129.00    0.8046    1.0314
   -128.00    0.7937    1.0603
   -127.00    0.7818    1.0889
   -126.00    0.7689    1.1172
   -125.00    0.7550    1.1452
   -124.00    0.7401    1.1729
   -123.00    0.7242    1.2002
   -122.00    0.7074    1.2270
   -121.00    0.6897    1.2534
   -120.00    0.6711    1.2793
   -119.00    0.6498    1.3047
   -118.00    0.6296    1.3296
   -117.00    0.6086    1.3539
   -116.00    0.5867    1.3775
   -115.00    0.5642    1.4006
   -114.00    0.5410    1.4229
   -113.00    0.5170    1.4446
   -112.00    0.4925    1.4655
   -111.00    0.4673    1.4858
   -110.00    0.4416    1.5052
   -109.00    0.4153    1.5238
   -108.00    0.3885    1.5417
   -107.00    0.3613    1.5587
   -106.00    0.3336    1.5748
   -105.00    0.3056    1.5901
   -104.00    0.2772    1.6044
   -103.00    0.2484    1.6179
   -102.00    0.2194    1.6304
   -101.00    0.1902    1.6420
   -100.00    0.1608    1.6526
    -99.00    0.1312    1.6622
    -98.00    0.1015    1.6709
    -97.00    0.0717    1.6786
    -96.00    0.0418    1.6852
    -95.00    0.0120    1.6909
    -94.00   -0.0178    1.6955
    -93.00   -0.0476    1.6991
    -92.00   -0.0773    1.7017
    -91.00   -0.1068    1.7033
    -90.00   -0.1362    1.7038
    -89.00   -0.1653    1.7033
    -88.00   -0.1942    1.7017
    -87.00   -0.2229    1.6991
    -86.00   -0.2512    1.6955
    -85.00   -0.2792    1.6909
    -84.00   -0.3068    1.6852
    -83.00   -0.3340    1.6785
    -82.00   -0.3608    1.6709
    -81.00   -0.3871    1.6622
    -80.00   -0.4129    1.6526
    -79.00   -0.4382    1.6419
    -78.00   -0.4629    1.6304
    -77.00   -0.4871    1.6178
    -76.00   -0.5106    1.6044
    -75.00   -0.5336    1.5900
    -74.00   -0.5558    1.5747
    -73.00   -0.5774    1.5586
    -72.00   -0.5983    1.5416
    -71.00   -0.6185    1.5238
    -70.00   -0.6379    1.5051
    -69.00   -0.6566    1.4857
    -68.00   -0.6745    1.4655
    -67.00   -0.6916    1.4445
    -66.00   -0.7079    1.4228
    -65.00   -0.7233    1.4005
    -64.00   -0.7380    1.3774
    -63.00   -0.7517    1.3538
    -62.00   -0.7646    1.3295
    -61.00   -0.7767    1.3046
    -60.00   -0.7878    1.2792
    -59.00   -0.7981    1.2533
    -58.00   -0.8074    1.2269
    -57.00   -0.8158    1.2000
    -56.00   -0.8234    1.1727
    -55.00   -0.8300    1.1451
    -54.00   -0.8357    1.1170
    -53.00   -0.8404    1.0887
    -52.00   -0.8443    1.0600
    -51.00   -0.8472    1.0312
    -50.00   -0.8491    1.0021
    -49.00   -0.8502    0.9728
    -48.00   -0.8504    0.9433
    -47.00   -0.8496    0.9138
    -46.00   -0.8479    0.8842
    -45.00   -0.8453    0.8545
    -44.00   -0.8418    0.8249
    -43.00   -0.8375    0.7953
    -42.00   -0.8322    0.7657
