AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 15:43:23 Compatible with AeroDyn v13.0.
Polar "T1_Re1.300_M0.00_N9.0 360 M" on Foil "T1_Re1.300_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
17.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.50          Angle of attack for zero Cn for linear Cn curve (deg)
6.82901        Cn slope for zero lift for linear Cn curve (1/rad)
-0.8140        Cn at stall value for positive angle of attack for linear Cn curve
-0.8596        Cn at stall value for negative angle of attack for linear Cn curve
-0.50          Angle of attack for minimum CD (deg)
0.0062         Minimum CD value
   -180.00   -0.0438    0.0060
   -179.00    0.0516    0.0065
   -178.00    0.1470    0.0080
   -177.00    0.2415    0.0106
   -176.00    0.3302    0.0141
   -175.00    0.4018    0.0187
   -174.00    0.4430    0.0242
   -173.00    0.4509    0.0308
   -172.00    0.4375    0.0383
   -171.00    0.4187    0.0468
   -170.00    0.4044    0.0562
   -169.00    0.3979    0.0666
   -168.00    0.3986    0.0780
   -167.00    0.4049    0.0903
   -166.00    0.4153    0.1034
   -165.00    0.4285    0.1175
   -164.00    0.4436    0.1324
   -163.00    0.4596    0.1482
   -162.00    0.4763    0.1649
   -161.00    0.4932    0.1823
   -160.00    0.5100    0.2005
   -159.00    0.5265    0.2196
   -158.00    0.5426    0.2393
   -157.00    0.5581    0.2598
   -156.00    0.5729    0.2810
   -155.00    0.5871    0.3028
   -154.00    0.6004    0.3253
   -153.00    0.6130    0.3484
   -152.00    0.6247    0.3721
   -151.00    0.6354    0.3964
   -150.00    0.6453    0.4211
   -149.00    0.6543    0.4464
   -148.00    0.6623    0.4722
   -147.00    0.6693    0.4984
   -146.00    0.6754    0.5250
   -145.00    0.6805    0.5519
   -144.00    0.6847    0.5792
   -143.00    0.6879    0.6068
   -142.00    0.6901    0.6347
   -141.00    0.6913    0.6628
   -140.00    0.6917    0.6912
   -139.00    0.6910    0.7196
   -138.00    0.6895    0.7483
   -137.00    0.6870    0.7770
   -136.00    0.6836    0.8058
   -135.00    0.6793    0.8346
   -134.00    0.6742    0.8634
   -133.00    0.6681    0.8922
   -132.00    0.6612    0.9209
   -131.00    0.6535    0.9495
   -130.00    0.6450    0.9779
   -129.00    0.6357    1.0062
   -128.00    0.6256    1.0343
   -127.00    0.6147    1.0621
   -126.00    0.6031    1.0896
   -125.00    0.5908    1.1168
   -124.00    0.5779    1.1437
   -123.00    0.5642    1.1701
   -122.00    0.5499    1.1962
   -121.00    0.5350    1.2218
   -120.00    0.5195    1.2470
   -119.00    0.5035    1.2716
   -118.00    0.4869    1.2957
   -117.00    0.4697    1.3193
   -116.00    0.4521    1.3423
   -115.00    0.4340    1.3646
   -114.00    0.4155    1.3863
   -113.00    0.3965    1.4073
   -112.00    0.3771    1.4276
   -111.00    0.3574    1.4472
   -110.00    0.3374    1.4660
   -109.00    0.3170    1.4841
   -108.00    0.2958    1.5014
   -107.00    0.2748    1.5179
   -106.00    0.2536    1.5335
   -105.00    0.2323    1.5483
   -104.00    0.2107    1.5622
   -103.00    0.1889    1.5753
   -102.00    0.1670    1.5874
   -101.00    0.1450    1.5986
   -100.00    0.1228    1.6089
    -99.00    0.1006    1.6182
    -98.00    0.0784    1.6266
    -97.00    0.0561    1.6341
    -96.00    0.0338    1.6405
    -95.00    0.0115    1.6460
    -94.00   -0.0107    1.6505
    -93.00   -0.0329    1.6540
    -92.00   -0.0550    1.6565
    -91.00   -0.0770    1.6580
    -90.00   -0.0989    1.6585
    -89.00   -0.1206    1.6580
