AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 15:43:23 Compatible with AeroDyn v13.0.
Polar "T1_Re3.500_M0.00_N9.0 360 M" on Foil "T1_Re3.500_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
19.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.54          Angle of attack for zero Cn for linear Cn curve (deg)
6.86330        Cn slope for zero lift for linear Cn curve (1/rad)
-0.8873        Cn at stall value for positive angle of attack for linear Cn curve
-0.9923        Cn at stall value for negative angle of attack for linear Cn curve
0.00           Angle of attack for minimum CD (deg)
0.0049         Minimum CD value
   -180.00   -0.0448    0.0060
   -179.00    0.0514    0.0065
   -178.00    0.1476    0.0080
   -177.00    0.2438    0.0106
   -176.00    0.3400    0.0141
   -175.00    0.4362    0.0187
   -174.00    0.5324    0.0242
   -173.00    0.6281    0.0308
   -172.00    0.7140    0.0383
   -171.00    0.7614    0.0468
   -170.00    0.7413    0.0562
   -169.00    0.6675    0.0666
   -168.00    0.5863    0.0780
   -167.00    0.5267    0.0903
   -166.00    0.4922    0.1034
   -165.00    0.4767    0.1175
   -164.00    0.4736    0.1324
   -163.00    0.4782    0.1482
   -162.00    0.4875    0.1649
   -161.00    0.4995    0.1823
   -160.00    0.5131    0.2005
   -159.00    0.5274    0.2196
   -158.00    0.5419    0.2393
   -157.00    0.5563    0.2598
   -156.00    0.5704    0.2810
   -155.00    0.5840    0.3028
   -154.00    0.5969    0.3253
   -153.00    0.6092    0.3484
   -152.00    0.6206    0.3721
   -151.00    0.6312    0.3964
   -150.00    0.6409    0.4211
   -149.00    0.6497    0.4464
   -148.00    0.6575    0.4722
   -147.00    0.6645    0.4984
   -146.00    0.6705    0.5250
   -145.00    0.6755    0.5519
   -144.00    0.6796    0.5792
   -143.00    0.6827    0.6068
   -142.00    0.6848    0.6347
   -141.00    0.6860    0.6628
   -140.00    0.6863    0.6912
   -139.00    0.6856    0.7196
   -138.00    0.6840    0.7483
   -137.00    0.6815    0.7770
   -136.00    0.6781    0.8058
   -135.00    0.6738    0.8346
   -134.00    0.6686    0.8634
   -133.00    0.6625    0.8922
   -132.00    0.6556    0.9209
   -131.00    0.6479    0.9495
   -130.00    0.6394    0.9779
   -129.00    0.6301    1.0062
   -128.00    0.6200    1.0343
   -127.00    0.6092    1.0621
   -126.00    0.5977    1.0896
   -125.00    0.5854    1.1168
   -124.00    0.5725    1.1437
   -123.00    0.5589    1.1701
   -122.00    0.5447    1.1962
   -121.00    0.5299    1.2218
   -120.00    0.5145    1.2470
   -119.00    0.4986    1.2716
   -118.00    0.4821    1.2957
   -117.00    0.4651    1.3193
   -116.00    0.4476    1.3423
   -115.00    0.4296    1.3646
   -114.00    0.4112    1.3863
   -113.00    0.3924    1.4073
   -112.00    0.3732    1.4276
   -111.00    0.3537    1.4472
   -110.00    0.3338    1.4660
   -109.00    0.3136    1.4841
   -108.00    0.2931    1.5014
   -107.00    0.2724    1.5179
   -106.00    0.2514    1.5335
   -105.00    0.2302    1.5483
   -104.00    0.2088    1.5622
   -103.00    0.1870    1.5753
   -102.00    0.1653    1.5874
   -101.00    0.1435    1.5986
   -100.00    0.1216    1.6089
    -99.00    0.0996    1.6182
    -98.00    0.0776    1.6266
    -97.00    0.0555    1.6341
    -96.00    0.0335    1.6405
    -95.00    0.0114    1.6460
    -94.00   -0.0106    1.6505
    -93.00   -0.0325    1.6540
    -92.00   -0.0543    1.6565
    -91.00   -0.0761    1.6580
    -90.00   -0.0977    1.6585
    -89.00   -0.1192    1.6580
    -88.00   -0.1405    1.6565
    -87.00   -0.1617    1.6540
    -86.00   -0.1826    1.6505
    -85.00   -0.2033    1.6460
    -84.00   -0.2238    1.6405
    -83.00   -0.2440    1.6340
    -82.00   -0.2639    1.6266
    -81.00   -0.2836    1.6182
    -80.00   -0.3029    1.6089
    -79.00   -0.3219    1.5986
    -78.00   -0.3405    1.5874
    -77.00   -0.3588    1.5752
    -76.00   -0.3767    1.5622
    -75.00   -0.3943    1.5483
    -74.00   -0.4114    1.5335
    -73.00   -0.4280    1.5178
    -72.00   -0.4442    1.5014
    -71.00   -0.4600    1.4841
    -70.00   -0.4753    1.4660
    -69.00   -0.4901    1.4471
    -68.00   -0.5044    1.4275
    -67.00   -0.5182    1.4072
    -66.00   -0.5315    1.3862
    -65.00   -0.5442    1.3645
    -64.00   -0.5564    1.3422
    -63.00   -0.5680    1.3192
    -62.00   -0.5790    1.2957
    -61.00   -0.5895    1.2715
    -60.00   -0.5993    1.2469
    -59.00   -0.6085    1.2217
    -58.00   -0.6171    1.1961
    -57.00   -0.6251    1.1700
    -56.00   -0.6325    1.1435
    -55.00   -0.6391    1.1166
    -54.00   -0.6452    1.0894
    -53.00   -0.6505    1.0619
    -52.00   -0.6552    1.0341
    -51.00   -0.6592    1.0060
    -50.00   -0.6625    0.9777
    -49.00   -0.6652    0.9493
    -48.00   -0.6671    0.9207
    -47.00   -0.6683    0.8919
    -46.00   -0.6688    0.8631
    -45.00   -0.6686    0.8343
    -44.00   -0.6677    0.8055
    -43.00   -0.6661    0.7766
    -42.00   -0.6638    0.7479
    -41.00   -0.6608    0.7192
    -40.00   -0.6570    0.6907
    -39.00   -0.6526    0.6623
    -38.00   -0.6474    0.6342
    -37.00   -0.6416    0.6062
    -36.00   -0.6350    0.5786
    -35.00   -0.6279    0.5512
    -34.00   -0.6200    0.5242
    -33.00   -0.6115    0.4975
    -32.00   -0.6025    0.4712
    -31.00   -0.5928    0.4453
    -30.00   -0.5827    0.4199
    -29.00   -0.5720    0.3950
    -28.00   -0.5610    0.3705
    -27.00   -0.5497    0.3466
    -26.00   -0.5382    0.3232
    -25.00   -0.5268    0.3003
    -24.00   -0.5157    0.2780
    -23.00   -0.5052    0.2563
    -22.00   -0.4960    0.2351
    -21.00   -0.4889    0.2144
    -20.00   -0.4852    0.1941
    -19.00   -0.4868    0.1742
    -18.00   -0.4970    0.1544
    -17.00   -0.5207    0.1344
    -16.00   -0.5658    0.1139
    -15.00   -0.6425    0.0923
    -14.00   -0.7588    0.0697
    -13.00   -0.9043    0.0474
    -12.00   -1.0281    0.0292
    -11.00   -1.0644    0.0187
    -10.00   -1.0049    0.0149
