AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 15:43:23 Compatible with AeroDyn v13.0.
Polar "T1_Re1.900_M0.00_N9.0 360 M" on Foil "T1_Re1.900_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
20.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.52          Angle of attack for zero Cn for linear Cn curve (deg)
6.84901        Cn slope for zero lift for linear Cn curve (1/rad)
0.8260         Cn at stall value for positive angle of attack for linear Cn curve
-0.8723        Cn at stall value for negative angle of attack for linear Cn curve
-1.50          Angle of attack for minimum CD (deg)
0.0056         Minimum CD value
   -180.00   -0.0443    0.0060
   -179.00    0.0514    0.0065
   -178.00    0.1471    0.0080
   -177.00    0.2428    0.0106
   -176.00    0.3385    0.0141
   -175.00    0.4328    0.0187
   -174.00    0.5170    0.0242
   -173.00    0.5724    0.0308
   -172.00    0.5823    0.0383
   -171.00    0.5528    0.0468
   -170.00    0.5092    0.0562
   -169.00    0.4721    0.0666
   -168.00    0.4487    0.0780
   -167.00    0.4381    0.0903
   -166.00    0.4372    0.1034
   -165.00    0.4428    0.1175
   -164.00    0.4528    0.1324
   -163.00    0.4656    0.1482
   -162.00    0.4799    0.1649
   -161.00    0.4952    0.1823
   -160.00    0.5109    0.2005
   -159.00    0.5266    0.2196
   -158.00    0.5421    0.2393
   -157.00    0.5572    0.2598
   -156.00    0.5718    0.2810
   -155.00    0.5857    0.3028
   -154.00    0.5989    0.3253
   -153.00    0.6113    0.3484
   -152.00    0.6228    0.3721
   -151.00    0.6335    0.3964
   -150.00    0.6433    0.4211
   -149.00    0.6522    0.4464
   -148.00    0.6601    0.4722
   -147.00    0.6671    0.4984
   -146.00    0.6731    0.5250
   -145.00    0.6782    0.5519
   -144.00    0.6823    0.5792
   -143.00    0.6855    0.6068
   -142.00    0.6877    0.6347
   -141.00    0.6889    0.6628
   -140.00    0.6892    0.6912
   -139.00    0.6886    0.7196
   -138.00    0.6870    0.7483
   -137.00    0.6845    0.7770
   -136.00    0.6811    0.8058
   -135.00    0.6768    0.8346
   -134.00    0.6716    0.8634
   -133.00    0.6655    0.8922
   -132.00    0.6587    0.9209
   -131.00    0.6509    0.9495
   -130.00    0.6424    0.9779
   -129.00    0.6331    1.0062
   -128.00    0.6230    1.0343
   -127.00    0.6122    1.0621
   -126.00    0.6006    1.0896
   -125.00    0.5884    1.1168
   -124.00    0.5754    1.1437
   -123.00    0.5618    1.1701
   -122.00    0.5475    1.1962
   -121.00    0.5327    1.2218
   -120.00    0.5172    1.2470
   -119.00    0.5012    1.2716
   -118.00    0.4846    1.2957
   -117.00    0.4676    1.3193
   -116.00    0.4500    1.3423
   -115.00    0.4320    1.3646
   -114.00    0.4135    1.3863
   -113.00    0.3946    1.4073
   -112.00    0.3753    1.4276
   -111.00    0.3557    1.4472
   -110.00    0.3357    1.4660
   -109.00    0.3154    1.4841
   -108.00    0.2948    1.5014
   -107.00    0.2740    1.5179
   -106.00    0.2525    1.5335
   -105.00    0.2312    1.5483
   -104.00    0.2097    1.5622
   -103.00    0.1880    1.5753
   -102.00    0.1662    1.5874
   -101.00    0.1443    1.5986
   -100.00    0.1222    1.6089
    -99.00    0.1001    1.6182
    -98.00    0.0780    1.6266
    -97.00    0.0558    1.6341
    -96.00    0.0336    1.6405
    -95.00    0.0115    1.6460
    -94.00   -0.0107    1.6505
    -93.00   -0.0327    1.6540
    -92.00   -0.0547    1.6565
    -91.00   -0.0766    1.6580
    -90.00   -0.0983    1.6585
    -89.00   -0.1200    1.6580
