AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 09:19:58 Compatible with AeroDyn v13.0.
Polar "T1_Re0.900_M0.00_N9.0 360 M" on Foil "T1_Re0.900_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
17.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-0.00          Angle of attack for zero Cn for linear Cn curve (deg)
6.02410        Cn slope for zero lift for linear Cn curve (1/rad)
1.0291         Cn at stall value for positive angle of attack for linear Cn curve
-0.9506        Cn at stall value for negative angle of attack for linear Cn curve
0.00           Angle of attack for minimum CD (deg)
0.0136         Minimum CD value
   -180.00   -0.0000    0.0060
   -179.00    0.0754    0.0065
   -178.00    0.1392    0.0080
   -177.00    0.1891    0.0105
   -176.00    0.2264    0.0140
   -175.00    0.2544    0.0185
   -174.00    0.2771    0.0239
   -173.00    0.2973    0.0304
   -172.00    0.3170    0.0378
   -171.00    0.3369    0.0461
   -170.00    0.3574    0.0554
   -169.00    0.3785    0.0657
   -168.00    0.4003    0.0769
   -167.00    0.4224    0.0890
   -166.00    0.4448    0.1019
   -165.00    0.4673    0.1158
   -164.00    0.4898    0.1306
   -163.00    0.5120    0.1461
   -162.00    0.5340    0.1625
   -161.00    0.5555    0.1798
   -160.00    0.5766    0.1978
   -159.00    0.5971    0.2165
   -158.00    0.6169    0.2360
   -157.00    0.6361    0.2563
   -156.00    0.6545    0.2772
   -155.00    0.6721    0.2988
   -154.00    0.6889    0.3210
   -153.00    0.7049    0.3439
   -152.00    0.7199    0.3673
   -151.00    0.7340    0.3913
   -150.00    0.7471    0.4158
   -149.00    0.7592    0.4408
   -148.00    0.7703    0.4663
   -147.00    0.7804    0.4923
   -146.00    0.7895    0.5186
   -145.00    0.7975    0.5453
   -144.00    0.8044    0.5724
   -143.00    0.8102    0.5997
   -142.00    0.8149    0.6273
   -141.00    0.8185    0.6552
   -140.00    0.8210    0.6833
   -139.00    0.8225    0.7116
   -138.00    0.8228    0.7400
   -137.00    0.8219    0.7684
   -136.00    0.8200    0.7970
   -135.00    0.8170    0.8256
   -134.00    0.8129    0.8542
   -133.00    0.8077    0.8828
   -132.00    0.8014    0.9113
   -131.00    0.7941    0.9397
   -130.00    0.7857    0.9679
   -129.00    0.7762    0.9960
   -128.00    0.7658    1.0239
   -127.00    0.7543    1.0515
   -126.00    0.7418    1.0789
   -125.00    0.7284    1.1059
   -124.00    0.7140    1.1326
   -123.00    0.6987    1.1589
   -122.00    0.6825    1.1848
   -121.00    0.6654    1.2103
   -120.00    0.6474    1.2353
   -119.00    0.6287    1.2598
   -118.00    0.6091    1.2838
   -117.00    0.5887    1.3073
   -116.00    0.5677    1.3301
   -115.00    0.5458    1.3523
   -114.00    0.5194    1.3739
   -113.00    0.4962    1.3948
   -112.00    0.4724    1.4150
   -111.00    0.4481    1.4345
   -110.00    0.4231    1.4533
   -109.00    0.3977    1.4712
   -108.00    0.3718    1.4884
   -107.00    0.3454    1.5048
   -106.00    0.3186    1.5204
   -105.00    0.2914    1.5351
   -104.00    0.2639    1.5490
   -103.00    0.2361    1.5619
   -102.00    0.2080    1.5740
   -101.00    0.1797    1.5851
   -100.00    0.1511    1.5954
    -99.00    0.1225    1.6047
    -98.00    0.0937    1.6130
    -97.00    0.0648    1.6204
    -96.00    0.0358    1.6268
    -95.00    0.0069    1.6322
    -94.00   -0.0221    1.6366
    -93.00   -0.0510    1.6401
    -92.00   -0.0798    1.6425
    -91.00   -0.1084    1.6440
    -90.00   -0.1369    1.6444
    -89.00   -0.1653    1.6439
    -88.00   -0.1934    1.6423
    -87.00   -0.2212    1.6398
    -86.00   -0.2487    1.6363
    -85.00   -0.2760    1.6317
    -84.00   -0.3028    1.6262
    -83.00   -0.3293    1.6197
    -82.00   -0.3554    1.6123
    -81.00   -0.3811    1.6038
    -80.00   -0.4063    1.5944
    -79.00   -0.4309    1.5841
    -78.00   -0.4551    1.5729
    -77.00   -0.4787    1.5607
    -76.00   -0.5018    1.5476
    -75.00   -0.5243    1.5337
    -74.00   -0.5461    1.5188
    -73.00   -0.5673    1.5032
    -72.00   -0.5879    1.4866
    -71.00   -0.6078    1.4693
    -70.00   -0.6270    1.4512
    -69.00   -0.6455    1.4323
    -68.00   -0.6633    1.4127
    -67.00   -0.6803    1.3923
    -66.00   -0.6966    1.3713
    -65.00   -0.7121    1.3495
    -64.00   -0.7268    1.3271
    -63.00   -0.7408    1.3041
    -62.00   -0.7540    1.2805
    -61.00   -0.7664    1.2564
    -60.00   -0.7779    1.2316
    -59.00   -0.7887    1.2064
    -58.00   -0.7987    1.1807
    -57.00   -0.8078    1.1546
    -56.00   -0.8161    1.1280
    -55.00   -0.8237    1.1010
    -54.00   -0.8304    1.0737
    -53.00   -0.8363    1.0461
    -52.00   -0.8415    1.0181
    -51.00   -0.8459    0.9899
    -50.00   -0.8495    0.9615
    -49.00   -0.8523    0.9329
    -48.00   -0.8545    0.9041
    -47.00   -0.8559    0.8752
    -46.00   -0.8566    0.8462
    -45.00   -0.8567    0.8171
    -44.00   -0.8562    0.7880
    -43.00   -0.8551    0.7588
    -42.00   -0.8534    0.7297
    -41.00   -0.8513    0.7007
    -40.00   -0.8487    0.6717
    -39.00   -0.8458    0.6429
    -38.00   -0.8426    0.6142
    -37.00   -0.8392    0.5856
    -36.00   -0.8356    0.5573
    -35.00   -0.8321    0.5292
    -34.00   -0.8287    0.5013
    -33.00   -0.8257    0.4737
    -32.00   -0.8231    0.4464
    -31.00   -0.8211    0.4194
    -30.00   -0.8201    0.3927
    -29.00   -0.8203    0.3664
    -28.00   -0.8219    0.3404
    -27.00   -0.8254    0.3148
    -26.00   -0.8311    0.2896
    -25.00   -0.8395    0.2648
    -24.00   -0.8510    0.2404
    -23.00   -0.8661    0.2165
    -22.00   -0.8850    0.1932
    -21.00   -0.9082    0.1704
    -20.00   -0.9355    0.1484
    -19.00   -0.9664    0.1273
    -18.00   -0.9999    0.1073
    -17.00   -1.0339    0.0888
    -16.00   -1.0655    0.0719
    -15.00   -1.0907    0.0571
    -14.00   -1.1050    0.0447
    -13.00   -1.1040    0.0348
    -12.00   -1.0844    0.0273
    -11.00   -1.0450    0.0221
    -10.00   -0.9621    0.0176
     -9.50   -0.9199    0.0170
     -9.00   -0.8768    0.0166
     -8.50   -0.8327    0.0161
     -8.00   -0.7881    0.0157
     -7.50   -0.7437    0.0154
     -7.00   -0.7016    0.0151
     -6.50   -0.6601    0.0149
     -6.00   -0.6141    0.0147
     -5.50   -0.5660    0.0146
     -5.00   -0.5170    0.0144
     -4.50   -0.4672    0.0142
     -4.00   -0.4167    0.0141
     -3.50   -0.3656    0.0140
     -3.00   -0.3142    0.0139
     -2.50   -0.2623    0.0138
     -2.00   -0.2102    0.0138
     -1.50   -0.1578    0.0137
     -1.00   -0.1053    0.0137
     -0.50   -0.0527    0.0137
      0.00    0.0000    0.0136
      0.50    0.0527    0.0137
      1.00    0.1053    0.0137
      1.50    0.1578    0.0137
      2.00    0.2102    0.0138
      2.50    0.2624    0.0138
      3.00    0.3142    0.0139
      3.50    0.3657    0.0140
      4.00    0.4168    0.0141
      4.50    0.4673    0.0142
      5.00    0.5172    0.0144
      5.50    0.5663    0.0146
      6.00    0.6144    0.0147
      6.50    0.6605    0.0149
      7.00    0.7022    0.0151
      7.50    0.7443    0.0154
      8.00    0.7887    0.0157
      8.50    0.8334    0.0161
      9.00    0.8776    0.0165
      9.50    0.9208    0.0170
     10.00    0.9632    0.0176
     10.50    1.0046    0.0182
     11.00    1.0447    0.0189
     11.50    1.0837    0.0197
     12.00    1.1213    0.0206
     12.50    1.1573    0.0217
     13.00    1.1914    0.0229
     13.50    1.2231    0.0244
     14.00    1.2518    0.0261
     14.50    1.2768    0.0282
     15.00    1.2949    0.0310
     15.50    1.3038    0.0346
     16.00    1.3256    0.0374
     16.50    1.3399    0.0410
     17.00    1.3443    0.0457
     17.50    1.3341    0.0521
     18.00    1.3401    0.0571
     18.50    1.3440    0.0624
     19.00    1.3403    0.0686
     19.50    1.3295    0.0757
     20.00    1.3109    0.0841
     21.00    1.2879    0.1262
     22.00    1.2618    0.1473
     23.00    1.2343    0.1698
     24.00    1.2065    0.1936
     25.00    1.1796    0.2183
     26.00    1.1540    0.2440
     27.00    1.1303    0.2703
     28.00    1.1087    0.2973
     29.00    1.0891    0.3248
     30.00    1.0716    0.3528
     31.00    1.0561    0.3811
     32.00    1.0424    0.4098
     33.00    1.0304    0.4388
     34.00    1.0198    0.4681
     35.00    1.0104    0.4975
     36.00    1.0022    0.5272
     37.00    0.9948    0.5570
