R(m)	| c(m)	| Twist (deg) | Airfoil
0.0015	0.00296     13 			circ        
0.0074	0.0030      13   		circ
0.0148	0.0096      13  		NACA_0028 
0.0296	0.0086      10.7  		NACA_0028
0.0444	0.0076      8.5  		NACA_0028
0.0593	0.0065      6.2  		NACA_0022
0.0741	0.0055      4    		NACA_0018
0.0889	0.0044      1.7 		NACA_0014
0.1000	0.0037      0   		NACA_0014
