AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 09:35:09 Compatible with AeroDyn v13.0.
Polar "T1_Re0.200_M0.00_N9.0 360 M" on Foil "T1_Re0.200_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
13.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-0.00          Angle of attack for zero Cn for linear Cn curve (deg)
6.21372        Cn slope for zero lift for linear Cn curve (1/rad)
-0.9795        Cn at stall value for positive angle of attack for linear Cn curve
-1.0275        Cn at stall value for negative angle of attack for linear Cn curve
0.00           Angle of attack for minimum CD (deg)
0.0160         Minimum CD value
   -180.00   -0.0000    0.0060
   -179.00    0.0866    0.0065
   -178.00    0.1724    0.0081
   -177.00    0.2541    0.0107
   -176.00    0.3246    0.0143
   -175.00    0.3759    0.0189
   -174.00    0.4047    0.0246
   -173.00    0.4159    0.0312
   -172.00    0.4184    0.0389
   -171.00    0.4198    0.0475
   -170.00    0.4240    0.0572
   -169.00    0.4322    0.0678
   -168.00    0.4442    0.0794
   -167.00    0.4592    0.0919
   -166.00    0.4766    0.1054
   -165.00    0.4956    0.1197
   -164.00    0.5156    0.1350
   -163.00    0.5363    0.1511
   -162.00    0.5572    0.1681
   -161.00    0.5782    0.1860
   -160.00    0.5990    0.2046
   -159.00    0.6195    0.2240
   -158.00    0.6395    0.2442
   -157.00    0.6589    0.2652
   -156.00    0.6777    0.2869
   -155.00    0.6957    0.3092
   -154.00    0.7129    0.3323
   -153.00    0.7293    0.3559
   -152.00    0.7448    0.3802
   -151.00    0.7593    0.4050
   -150.00    0.7728    0.4304
   -149.00    0.7854    0.4563
   -148.00    0.7969    0.4827
   -147.00    0.8073    0.5096
   -146.00    0.8167    0.5369
   -145.00    0.8250    0.5645
   -144.00    0.8321    0.5925
   -143.00    0.8382    0.6209
   -142.00    0.8431    0.6495
   -141.00    0.8468    0.6784
   -140.00    0.8495    0.7075
   -139.00    0.8509    0.7367
   -138.00    0.8513    0.7661
   -137.00    0.8505    0.7956
   -136.00    0.8485    0.8252
   -135.00    0.8454    0.8548
   -134.00    0.8412    0.8845
   -133.00    0.8358    0.9141
   -132.00    0.8293    0.9436
   -131.00    0.8217    0.9730
   -130.00    0.8130    1.0022
   -129.00    0.8033    1.0313
   -128.00    0.7925    1.0602
   -127.00    0.7806    1.0888
   -126.00    0.7677    1.1171
   -125.00    0.7538    1.1451
   -124.00    0.7389    1.1728
   -123.00    0.7231    1.2001
   -122.00    0.7063    1.2269
   -121.00    0.6886    1.2533
   -120.00    0.6700    1.2792
   -119.00    0.6506    1.3046
   -118.00    0.6304    1.3294
   -117.00    0.6093    1.3537
   -116.00    0.5875    1.3774
   -115.00    0.5649    1.4004
   -114.00    0.5416    1.4227
   -113.00    0.5177    1.4444
   -112.00    0.4931    1.4653
   -111.00    0.4679    1.4855
   -110.00    0.4395    1.5050
   -109.00    0.4132    1.5236
   -108.00    0.3864    1.5414
   -107.00    0.3591    1.5584
   -106.00    0.3314    1.5745
   -105.00    0.3033    1.5898
   -104.00    0.2748    1.6041
   -103.00    0.2460    1.6176
   -102.00    0.2170    1.6301
   -101.00    0.1877    1.6416
   -100.00    0.1582    1.6522
    -99.00    0.1286    1.6618
    -98.00    0.0988    1.6705
    -97.00    0.0689    1.6781
    -96.00    0.0390    1.6848
    -95.00    0.0091    1.6904
