AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 09:35:09 Compatible with AeroDyn v13.0.
Polar "T1_Re0.800_M0.00_N9.0 360 M" on Foil "T1_Re0.800_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
16.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
0.00           Angle of attack for zero Cn for linear Cn curve (deg)
6.43383        Cn slope for zero lift for linear Cn curve (1/rad)
-1.0076        Cn at stall value for positive angle of attack for linear Cn curve
-1.0534        Cn at stall value for negative angle of attack for linear Cn curve
0.00           Angle of attack for minimum CD (deg)
0.0115         Minimum CD value
   -180.00    0.0000    0.0060
   -179.00    0.0385    0.0065
   -178.00    0.0751    0.0081
   -177.00    0.1101    0.0107
   -176.00    0.1438    0.0143
   -175.00    0.1767    0.0189
   -174.00    0.2087    0.0246
   -173.00    0.2400    0.0312
   -172.00    0.2707    0.0389
   -171.00    0.3008    0.0475
   -170.00    0.3304    0.0572
   -169.00    0.3594    0.0678
   -168.00    0.3879    0.0794
   -167.00    0.4158    0.0919
   -166.00    0.4431    0.1054
   -165.00    0.4698    0.1197
   -164.00    0.4958    0.1350
   -163.00    0.5211    0.1511
   -162.00    0.5458    0.1681
   -161.00    0.5697    0.1860
   -160.00    0.5928    0.2046
   -159.00    0.6151    0.2240
   -158.00    0.6366    0.2442
   -157.00    0.6572    0.2652
   -156.00    0.6769    0.2869
   -155.00    0.6957    0.3092
   -154.00    0.7136    0.3323
   -153.00    0.7304    0.3559
   -152.00    0.7463    0.3802
   -151.00    0.7612    0.4050
   -150.00    0.7750    0.4304
   -149.00    0.7877    0.4563
   -148.00    0.7994    0.4827
   -147.00    0.8099    0.5096
   -146.00    0.8194    0.5369
   -145.00    0.8277    0.5645
   -144.00    0.8349    0.5925
   -143.00    0.8410    0.6209
   -142.00    0.8459    0.6495
   -141.00    0.8497    0.6784
   -140.00    0.8523    0.7075
   -139.00    0.8538    0.7367
   -138.00    0.8541    0.7661
   -137.00    0.8533    0.7956
   -136.00    0.8513    0.8252
   -135.00    0.8482    0.8548
   -134.00    0.8439    0.8845
   -133.00    0.8385    0.9141
   -132.00    0.8320    0.9436
   -131.00    0.8243    0.9730
   -130.00    0.8103    1.0022
   -129.00    0.8006    1.0313
   -128.00    0.7899    1.0602
   -127.00    0.7780    1.0888
   -126.00    0.7652    1.1171
   -125.00    0.7513    1.1451
   -124.00    0.7364    1.1728
   -123.00    0.7206    1.2001
   -122.00    0.7038    1.2269
   -121.00    0.6861    1.2533
   -120.00    0.6676    1.2792
   -119.00    0.6481    1.3046
   -118.00    0.6279    1.3295
   -117.00    0.6068    1.3537
   -116.00    0.5850    1.3774
   -115.00    0.5624    1.4004
   -114.00    0.5391    1.4227
   -113.00    0.5151    1.4444
   -112.00    0.4905    1.4653
   -111.00    0.4653    1.4855
   -110.00    0.4395    1.5050
   -109.00    0.4132    1.5236
   -108.00    0.3864    1.5414
   -107.00    0.3591    1.5584
   -106.00    0.3314    1.5745
   -105.00    0.3033    1.5898
   -104.00    0.2748    1.6041
   -103.00    0.2461    1.6176
   -102.00    0.2170    1.6301
   -101.00    0.1877    1.6416
   -100.00    0.1583    1.6522
