AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 09:12:22 Compatible with AeroDyn v13.0.
Polar "T1_Re0.200_M0.00_N9.0 360 M" on Foil "T1_Re0.200_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
20.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-0.00          Angle of attack for zero Cn for linear Cn curve (deg)
3.03061        Cn slope for zero lift for linear Cn curve (1/rad)
-0.6110        Cn at stall value for positive angle of attack for linear Cn curve
-0.6492        Cn at stall value for negative angle of attack for linear Cn curve
-11.00         Angle of attack for minimum CD (deg)
0.0180         Minimum CD value
   -180.00   -0.0000    0.0060
   -179.00    0.0407    0.0065
   -178.00    0.0810    0.0079
   -177.00    0.1204    0.0104
   -176.00    0.1583    0.0138
   -175.00    0.1940    0.0181
   -174.00    0.2271    0.0234
   -173.00    0.2575    0.0297
   -172.00    0.2855    0.0369
   -171.00    0.3116    0.0450
   -170.00    0.3363    0.0541
   -169.00    0.3602    0.0641
   -168.00    0.3837    0.0750
   -167.00    0.4068    0.0867
   -166.00    0.4297    0.0994
   -165.00    0.4523    0.1129
   -164.00    0.4747    0.1272
   -163.00    0.4968    0.1424
   -162.00    0.5185    0.1584
   -161.00    0.5397    0.1751
   -160.00    0.5604    0.1927
   -159.00    0.5805    0.2109
   -158.00    0.6000    0.2299
   -157.00    0.6188    0.2496
   -156.00    0.6368    0.2700
   -155.00    0.6541    0.2910
   -154.00    0.6705    0.3126
   -153.00    0.6861    0.3349
   -152.00    0.7008    0.3577
   -151.00    0.7145    0.3810
   -150.00    0.7274    0.4049
   -149.00    0.7392    0.4293
   -148.00    0.7501    0.4541
   -147.00    0.7599    0.4793
   -146.00    0.7688    0.5049
   -145.00    0.7766    0.5309
   -144.00    0.7833    0.5573
   -143.00    0.7890    0.5839
   -142.00    0.7936    0.6108
   -141.00    0.7971    0.6379
   -140.00    0.7996    0.6653
   -139.00    0.8010    0.6928
   -138.00    0.8013    0.7204
   -137.00    0.8005    0.7481
   -136.00    0.7986    0.7759
   -135.00    0.7957    0.8038
   -134.00    0.7917    0.8316
   -133.00    0.7866    0.8594
   -132.00    0.7805    0.8872
   -131.00    0.7734    0.9148
   -130.00    0.7652    0.9423
   -129.00    0.7560    0.9697
   -128.00    0.7458    0.9968
   -127.00    0.7347    1.0237
   -126.00    0.7225    1.0503
   -125.00    0.7094    1.0766
   -124.00    0.6954    1.1026
   -123.00    0.6805    1.1283
   -122.00    0.6647    1.1535
   -121.00    0.6481    1.1783
   -120.00    0.6306    1.2027
   -119.00    0.6123    1.2265
   -118.00    0.5933    1.2499
   -117.00    0.5735    1.2727
   -116.00    0.5529    1.2949
   -115.00    0.5317    1.3166
   -114.00    0.5098    1.3376
   -113.00    0.4873    1.3579
   -112.00    0.4625    1.3776
   -111.00    0.4388    1.3966
   -110.00    0.4146    1.4149
   -109.00    0.3899    1.4324
   -108.00    0.3648    1.4492
   -107.00    0.3392    1.4651
   -106.00    0.3132    1.4803
   -105.00    0.2868    1.4946
   -104.00    0.2601    1.5081
   -103.00    0.2331    1.5208
   -102.00    0.2059    1.5325
   -101.00    0.1784    1.5434
   -100.00    0.1508    1.5534
    -99.00    0.1229    1.5624
    -98.00    0.0950    1.5706
    -97.00    0.0670    1.5778
    -96.00    0.0390    1.5840
    -95.00    0.0109    1.5893
    -94.00   -0.0171    1.5937
    -93.00   -0.0451    1.5971
    -92.00   -0.0730    1.5995
    -91.00   -0.1008    1.6009
    -90.00   -0.1284    1.6014
    -89.00   -0.1558    1.6009
    -88.00   -0.1830    1.5994
    -87.00   -0.2099    1.5970
    -86.00   -0.2365    1.5936
    -85.00   -0.2628    1.5892
    -84.00   -0.2888    1.5839
    -83.00   -0.3144    1.5776
    -82.00   -0.3396    1.5704
    -81.00   -0.3643    1.5622
    -80.00   -0.3886    1.5532
    -79.00   -0.4123    1.5432
    -78.00   -0.4356    1.5323
    -77.00   -0.4583    1.5205
    -76.00   -0.4805    1.5078
    -75.00   -0.5020    1.4943
    -74.00   -0.5230    1.4799
    -73.00   -0.5433    1.4647
    -72.00   -0.5630    1.4487
    -71.00   -0.5820    1.4319
    -70.00   -0.6003    1.4144
    -69.00   -0.6179    1.3961
    -68.00   -0.6347    1.3770
    -67.00   -0.6508    1.3573
    -66.00   -0.6662    1.3369
    -65.00   -0.6808    1.3158
    -64.00   -0.6946    1.2942
    -63.00   -0.7076    1.2719
    -62.00   -0.7198    1.2490
    -61.00   -0.7312    1.2256
    -60.00   -0.7417    1.2017
    -59.00   -0.7514    1.1772
    -58.00   -0.7603    1.1524
    -57.00   -0.7683    1.1270
    -56.00   -0.7755    1.1013
    -55.00   -0.7819    1.0752
    -54.00   -0.7873    1.0488
    -53.00   -0.7920    1.0221
    -52.00   -0.7957    0.9951
    -51.00   -0.7986    0.9678
    -50.00   -0.8007    0.9403
    -49.00   -0.8019    0.9127
    -48.00   -0.8023    0.8848
    -47.00   -0.8019    0.8569
    -46.00   -0.8006    0.8289
    -45.00   -0.7985    0.8008
    -44.00   -0.7956    0.7727
    -43.00   -0.7920    0.7446
    -42.00   -0.7875    0.7166
    -41.00   -0.7824    0.6886
    -40.00   -0.7765    0.6606
    -39.00   -0.7700    0.6328
    -38.00   -0.7628    0.6052
    -37.00   -0.7550    0.5777
    -36.00   -0.7466    0.5503
    -35.00   -0.7378    0.5232
    -34.00   -0.7286    0.4963
    -33.00   -0.7191    0.4695
    -32.00   -0.7094    0.4430
    -31.00   -0.6997    0.4166
    -30.00   -0.6902    0.3904
    -29.00   -0.6811    0.3644
    -28.00   -0.6729    0.3383
    -27.00   -0.6659    0.3122
    -26.00   -0.6608    0.2860
    -25.00   -0.6583    0.2594
    -24.00   -0.6594    0.2323
