1.00000000	0.00000000
0.99595849	0.00052915
0.99009421	0.00130731
0.98243811	0.00240778
0.97302698	0.00388988
0.96190335	0.00580010
0.94911744	0.00818665
0.93472824	0.01110400
0.91879635	0.01457859
0.90139248	0.01865280
0.88258814	0.02334339
0.86245250	0.02863583
0.84106232	0.03452660
0.81849092	0.04098311
0.79481913	0.04798490
0.77012311	0.05548242
0.74447783	0.06341169
0.71794540	0.07165779
0.69060275	0.08014394
0.66251106	0.08873196
0.63374635	0.09731947
0.60437525	0.10575854
0.57446609	0.11388580
0.54410164	0.12156615
0.51336856	0.12865171
0.48236380	0.13500288
0.45119106	0.14046849
0.41995953	0.14485677
0.38880044	0.14801823
0.35785940	0.14978401
0.32730403	0.15006490
0.29731305	0.14883194
0.26806230	0.14615988
0.23970925	0.14220961
0.21238799	0.13717003
0.18623754	0.13112153
0.16139168	0.12414495
0.13797462	0.11634015
0.11609723	0.10782944
0.09586527	0.09873002
0.07739814	0.08912274
0.06081147	0.07910525
0.04625315	0.06874263
0.03378636	0.05823811
0.02331979	0.04794647
0.01480854	0.03811652
0.00835441	0.02886489
0.00390760	0.02044585
0.00122304	0.01319808
-0.00000955	0.00741682
-0.00028532	0.00335188
0.00011430	-0.00066172
0.00139841	-0.00637824
0.00409967	-0.01354208
0.00870198	-0.02177494
0.01538793	-0.03072946
0.02425328	-0.04007450
0.03515800	-0.04969712
0.04801713	-0.05947172
0.06291158	-0.06904348
0.07980303	-0.07816697
0.09853412	-0.08679954
0.11897319	-0.09488238
0.14099632	-0.10235957
0.16449140	-0.10914650
0.18935089	-0.11512686
0.21545333	-0.12021202
0.24266690	-0.12434605
0.27085896	-0.12745417
0.29989804	-0.12936016
0.32963237	-0.12990828
0.35989431	-0.12902871
0.39051567	-0.12675779
0.42134040	-0.12319381
0.45223518	-0.11851341
0.48307978	-0.11287227
0.51377480	-0.10646570
0.54422419	-0.09944557
0.57433792	-0.09195408
0.60403309	-0.08413407
0.63323039	-0.07611970
0.66186258	-0.06807077
0.68986275	-0.06013210
0.71715313	-0.05239916
0.74366897	-0.04500444
0.76932989	-0.03801743
0.79406844	-0.03154762
0.81780375	-0.02564823
0.84045369	-0.02035718
0.86193357	-0.01568835
0.88216346	-0.01165978
0.90106226	-0.00826454
0.91855479	-0.00550331
0.93456539	-0.00334376
0.94902143	-0.00172712
0.96185933	-0.00060998
0.97301995	0.00008168
0.98245292	0.00041701
0.99011590	0.00046521
0.99597454	0.00030822
1.00000000	0.00000000
