AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 15:35:24 Compatible with AeroDyn v13.0.
Polar "T1_Re1.200_M0.00_N9.0 360 M" on Foil "T1_Re1.200_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
15.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.54          Angle of attack for zero Cn for linear Cn curve (deg)
6.65095        Cn slope for zero lift for linear Cn curve (1/rad)
-0.7948        Cn at stall value for positive angle of attack for linear Cn curve
-0.8911        Cn at stall value for negative angle of attack for linear Cn curve
-0.50          Angle of attack for minimum CD (deg)
0.0056         Minimum CD value
   -180.00   -0.0457    0.0060
   -179.00    0.0478    0.0065
   -178.00    0.1410    0.0081
   -177.00    0.2315    0.0106
   -176.00    0.3122    0.0143
   -175.00    0.3714    0.0189
   -174.00    0.4015    0.0245
   -173.00    0.4063    0.0312
   -172.00    0.3982    0.0388
   -171.00    0.3888    0.0475
   -170.00    0.3839    0.0571
   -169.00    0.3849    0.0677
   -168.00    0.3912    0.0792
   -167.00    0.4016    0.0917
   -166.00    0.4150    0.1051
   -165.00    0.4303    0.1195
   -164.00    0.4469    0.1347
   -163.00    0.4642    0.1507
   -162.00    0.4819    0.1677
   -161.00    0.4996    0.1854
   -160.00    0.5170    0.2040
   -159.00    0.5341    0.2233
   -158.00    0.5507    0.2434
   -157.00    0.5666    0.2642
   -156.00    0.5819    0.2858
   -155.00    0.5964    0.3080
   -154.00    0.6100    0.3309
   -153.00    0.6229    0.3544
   -152.00    0.6348    0.3785
   -151.00    0.6458    0.4032
   -150.00    0.6559    0.4284
   -149.00    0.6650    0.4542
   -148.00    0.6732    0.4804
   -147.00    0.6804    0.5070
   -146.00    0.6866    0.5341
   -145.00    0.6918    0.5615
   -144.00    0.6961    0.5893
   -143.00    0.6994    0.6174
   -142.00    0.7016    0.6458
   -141.00    0.7029    0.6744
   -140.00    0.7033    0.7032
   -139.00    0.7027    0.7322
   -138.00    0.7011    0.7613
   -137.00    0.6986    0.7906
   -136.00    0.6951    0.8199
   -135.00    0.6908    0.8492
   -134.00    0.6856    0.8785
   -133.00    0.6794    0.9078
   -132.00    0.6724    0.9370
   -131.00    0.6646    0.9661
   -130.00    0.6559    0.9951
   -129.00    0.6465    1.0238
   -128.00    0.6362    1.0524
   -127.00    0.6252    1.0807
   -126.00    0.6134    1.1087
   -125.00    0.6009    1.1364
   -124.00    0.5877    1.1637
   -123.00    0.5738    1.1907
   -122.00    0.5593    1.2172
   -121.00    0.5442    1.2433
   -120.00    0.5284    1.2689
   -119.00    0.5121    1.2940
   -118.00    0.4952    1.3185
   -117.00    0.4778    1.3425
   -116.00    0.4598    1.3658
   -115.00    0.4414    1.3886
   -114.00    0.4226    1.4106
   -113.00    0.4033    1.4320
   -112.00    0.3836    1.4527
   -111.00    0.3636    1.4726
   -110.00    0.3432    1.4918
   -109.00    0.3218    1.5102
   -108.00    0.3008    1.5278
   -107.00    0.2795    1.5446
   -106.00    0.2580    1.5605
   -105.00    0.2362    1.5755
   -104.00    0.2143    1.5897
   -103.00    0.1921    1.6030
   -102.00    0.1699    1.6153
   -101.00    0.1475    1.6267
   -100.00    0.1250    1.6372
    -99.00    0.1024    1.6467
    -98.00    0.0797    1.6553
    -97.00    0.0571    1.6628
    -96.00    0.0344    1.6694
    -95.00    0.0118    1.6750
    -94.00   -0.0109    1.6795
    -93.00   -0.0334    1.6831
    -92.00   -0.0559    1.6856
    -91.00   -0.0782    1.6872
    -90.00   -0.1005    1.6877
    -89.00   -0.1226    1.6872
    -88.00   -0.1445    1.6856
    -87.00   -0.1662    1.6831
    -86.00   -0.1877    1.6795
