AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 15:35:24 Compatible with AeroDyn v13.0.
Polar "T1_Re3.900_M0.00_N9.0 360 M" on Foil "T1_Re3.900_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
18.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.57          Angle of attack for zero Cn for linear Cn curve (deg)
6.68475        Cn slope for zero lift for linear Cn curve (1/rad)
0.5350         Cn at stall value for positive angle of attack for linear Cn curve
-0.8859        Cn at stall value for negative angle of attack for linear Cn curve
0.00           Angle of attack for minimum CD (deg)
0.0043         Minimum CD value
   -180.00   -0.0466    0.0060
   -179.00    0.0473    0.0065
   -178.00    0.1411    0.0081
   -177.00    0.2350    0.0106
   -176.00    0.3288    0.0143
   -175.00    0.4227    0.0189
   -174.00    0.5166    0.0245
   -173.00    0.6104    0.0312
   -172.00    0.7031    0.0388
   -171.00    0.7800    0.0475
   -170.00    0.8051    0.0571
   -169.00    0.7556    0.0677
   -168.00    0.6645    0.0792
   -167.00    0.5823    0.0917
   -166.00    0.5289    0.1051
   -165.00    0.5012    0.1195
   -164.00    0.4910    0.1347
   -163.00    0.4915    0.1507
   -162.00    0.4986    0.1677
   -161.00    0.5094    0.1854
   -160.00    0.5223    0.2040
   -159.00    0.5364    0.2233
   -158.00    0.5509    0.2434
   -157.00    0.5655    0.2642
   -156.00    0.5797    0.2858
   -155.00    0.5935    0.3080
   -154.00    0.6067    0.3309
   -153.00    0.6191    0.3544
   -152.00    0.6308    0.3785
   -151.00    0.6416    0.4032
   -150.00    0.6515    0.4284
   -149.00    0.6605    0.4542
   -148.00    0.6685    0.4804
   -147.00    0.6756    0.5070
   -146.00    0.6818    0.5341
   -145.00    0.6869    0.5615
   -144.00    0.6911    0.5893
   -143.00    0.6943    0.6174
   -142.00    0.6966    0.6458
   -141.00    0.6978    0.6744
   -140.00    0.6981    0.7032
   -139.00    0.6975    0.7322
   -138.00    0.6959    0.7613
   -137.00    0.6933    0.7906
   -136.00    0.6899    0.8199
   -135.00    0.6855    0.8492
   -134.00    0.6803    0.8785
   -133.00    0.6741    0.9078
   -132.00    0.6672    0.9370
   -131.00    0.6593    0.9661
   -130.00    0.6507    0.9951
   -129.00    0.6412    1.0238
   -128.00    0.6310    1.0524
   -127.00    0.6200    1.0807
   -126.00    0.6083    1.1087
   -125.00    0.5958    1.1364
   -124.00    0.5827    1.1637
   -123.00    0.5689    1.1907
   -122.00    0.5545    1.2172
   -121.00    0.5394    1.2433
   -120.00    0.5237    1.2689
   -119.00    0.5075    1.2940
   -118.00    0.4907    1.3185
   -117.00    0.4734    1.3425
   -116.00    0.4556    1.3658
   -115.00    0.4374    1.3886
   -114.00    0.4186    1.4106
   -113.00    0.3995    1.4320
   -112.00    0.3800    1.4527
   -111.00    0.3601    1.4726
   -110.00    0.3399    1.4918
   -109.00    0.3193    1.5102
   -108.00    0.2984    1.5278
   -107.00    0.2773    1.5446
   -106.00    0.2560    1.5605
   -105.00    0.2344    1.5755
   -104.00    0.2126    1.5897
   -103.00    0.1904    1.6030
   -102.00    0.1683    1.6153
   -101.00    0.1461    1.6267
   -100.00    0.1238    1.6372
    -99.00    0.1015    1.6467
    -98.00    0.0790    1.6553
    -97.00    0.0566    1.6628
    -96.00    0.0341    1.6694
    -95.00    0.0117    1.6750
    -94.00   -0.0107    1.6795
    -93.00   -0.0330    1.6831
    -92.00   -0.0553    1.6856
    -91.00   -0.0774    1.6872
    -90.00   -0.0994    1.6877
    -89.00   -0.1213    1.6872
    -88.00   -0.1430    1.6856
    -87.00   -0.1645    1.6831
    -86.00   -0.1859    1.6795
    -85.00   -0.2069    1.6750
    -84.00   -0.2278    1.6694
    -83.00   -0.2484    1.6628
    -82.00   -0.2687    1.6552
    -81.00   -0.2887    1.6467
    -80.00   -0.3083    1.6372
    -79.00   -0.3277    1.6267
    -78.00   -0.3467    1.6153
    -77.00   -0.3653    1.6029
    -76.00   -0.3835    1.5897
    -75.00   -0.4013    1.5755
    -74.00   -0.4187    1.5605
    -73.00   -0.4357    1.5445
    -72.00   -0.4522    1.5278
    -71.00   -0.4683    1.5102
    -70.00   -0.4838    1.4918
    -69.00   -0.4989    1.4726
    -68.00   -0.5135    1.4526
    -67.00   -0.5275    1.4320
    -66.00   -0.5410    1.4106
    -65.00   -0.5539    1.3885
    -64.00   -0.5663    1.3657
    -63.00   -0.5781    1.3424
    -62.00   -0.5894    1.3184
    -61.00   -0.6000    1.2939
    -60.00   -0.6100    1.2688
    -59.00   -0.6194    1.2432
    -58.00   -0.6281    1.2171
    -57.00   -0.6362    1.1905
    -56.00   -0.6437    1.1636
    -55.00   -0.6505    1.1362
    -54.00   -0.6566    1.1085
    -53.00   -0.6620    1.0805
    -52.00   -0.6668    1.0522
    -51.00   -0.6708    1.0236
    -50.00   -0.6742    0.9948
    -49.00   -0.6768    0.9659
    -48.00   -0.6788    0.9368
    -47.00   -0.6800    0.9075
    -46.00   -0.6805    0.8782
    -45.00   -0.6803    0.8489
    -44.00   -0.6794    0.8195
    -43.00   -0.6777    0.7902
    -42.00   -0.6753    0.7609
    -41.00   -0.6722    0.7318
    -40.00   -0.6684    0.7027
    -39.00   -0.6638    0.6739
    -38.00   -0.6586    0.6452
    -37.00   -0.6526    0.6168
    -36.00   -0.6459    0.5886
    -35.00   -0.6386    0.5607
    -34.00   -0.6306    0.5332
    -33.00   -0.6220    0.5061
    -32.00   -0.6127    0.4793
    -31.00   -0.6029    0.4530
    -30.00   -0.5926    0.4271
    -29.00   -0.5818    0.4017
    -28.00   -0.5706    0.3768
    -27.00   -0.5591    0.3524
    -26.00   -0.5475    0.3286
    -25.00   -0.5360    0.3053
    -24.00   -0.5249    0.2825
    -23.00   -0.5145    0.2604
    -22.00   -0.5055    0.2387
    -21.00   -0.4988    0.2175
    -20.00   -0.4957    0.1967
