AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 14:37:46 Compatible with AeroDyn v13.0.
Polar "T1_Re0.200_M0.00_N9.0 360 M" on Foil "T1_Re0.200_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
11.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.33          Angle of attack for zero Cn for linear Cn curve (deg)
6.34498        Cn slope for zero lift for linear Cn curve (1/rad)
-0.8133        Cn at stall value for positive angle of attack for linear Cn curve
-0.8369        Cn at stall value for negative angle of attack for linear Cn curve
-1.00          Angle of attack for minimum CD (deg)
0.0154         Minimum CD value
   -180.00   -0.0392    0.0060
   -179.00    0.0487    0.0065
   -178.00    0.1344    0.0081
   -177.00    0.2128    0.0106
   -176.00    0.2755    0.0143
   -175.00    0.3168    0.0189
   -174.00    0.3377    0.0245
   -173.00    0.3458    0.0312
   -172.00    0.3492    0.0388
   -171.00    0.3534    0.0475
   -170.00    0.3605    0.0571
   -169.00    0.3709    0.0677
   -168.00    0.3842    0.0792
   -167.00    0.3997    0.0917
   -166.00    0.4168    0.1051
   -165.00    0.4350    0.1195
   -164.00    0.4538    0.1347
   -163.00    0.4728    0.1507
   -162.00    0.4919    0.1677
   -161.00    0.5108    0.1854
   -160.00    0.5293    0.2040
   -159.00    0.5474    0.2233
   -158.00    0.5648    0.2434
   -157.00    0.5816    0.2642
   -156.00    0.5977    0.2858
   -155.00    0.6130    0.3080
   -154.00    0.6274    0.3309
   -153.00    0.6410    0.3544
   -152.00    0.6537    0.3785
   -151.00    0.6654    0.4032
   -150.00    0.6762    0.4284
   -149.00    0.6860    0.4542
   -148.00    0.6949    0.4804
   -147.00    0.7027    0.5070
   -146.00    0.7096    0.5341
   -145.00    0.7155    0.5615
   -144.00    0.7203    0.5893
   -143.00    0.7241    0.6174
   -142.00    0.7270    0.6458
   -141.00    0.7288    0.6744
   -140.00    0.7296    0.7032
