AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 14:37:46 Compatible with AeroDyn v13.0.
Polar "T1_Re3.300_M0.00_N9.0 360 M" on Foil "T1_Re3.300_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
18.50          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.47          Angle of attack for zero Cn for linear Cn curve (deg)
6.64673        Cn slope for zero lift for linear Cn curve (1/rad)
-0.8904        Cn at stall value for positive angle of attack for linear Cn curve
-0.9671        Cn at stall value for negative angle of attack for linear Cn curve
-1.50          Angle of attack for minimum CD (deg)
0.0085         Minimum CD value
   -180.00   -0.0436    0.0060
   -179.00    0.0490    0.0065
   -178.00    0.1416    0.0081
   -177.00    0.2342    0.0106
   -176.00    0.3268    0.0143
   -175.00    0.4194    0.0189
   -174.00    0.5120    0.0245
   -173.00    0.6041    0.0312
   -172.00    0.6872    0.0388
   -171.00    0.7357    0.0475
   -170.00    0.7229    0.0571
   -169.00    0.6592    0.0677
   -168.00    0.5861    0.0792
   -167.00    0.5314    0.0917
   -166.00    0.4997    0.1051
   -165.00    0.4860    0.1195
   -164.00    0.4841    0.1347
   -163.00    0.4897    0.1507
   -162.00    0.4998    0.1677
   -161.00    0.5126    0.1854
   -160.00    0.5269    0.2040
   -159.00    0.5419    0.2233
   -158.00    0.5571    0.2434
   -157.00    0.5721    0.2642
   -156.00    0.5869    0.2858
   -155.00    0.6011    0.3080
   -154.00    0.6146    0.3309
   -153.00    0.6274    0.3544
   -152.00    0.6394    0.3785
   -151.00    0.6505    0.4032
   -150.00    0.6607    0.4284
   -149.00    0.6700    0.4542
   -148.00    0.6784    0.4804
   -147.00    0.6858    0.5070
   -146.00    0.6922    0.5341
   -145.00    0.6976    0.5615
   -144.00    0.7021    0.5893
   -143.00    0.7055    0.6174
   -142.00    0.7080    0.6458
   -141.00    0.7095    0.6744
   -140.00    0.7100    0.7032
   -139.00    0.7095    0.7322
   -138.00    0.7081    0.7613
   -137.00    0.7057    0.7906
   -136.00    0.7024    0.8199
   -135.00    0.6982    0.8492
   -134.00    0.6931    0.8785
   -133.00    0.6870    0.9078
   -132.00    0.6801    0.9370
   -131.00    0.6723    0.9661
   -130.00    0.6637    0.9951
   -129.00    0.6542    1.0238
   -128.00    0.6440    1.0524
   -127.00    0.6329    1.0807
   -126.00    0.6211    1.1087
   -125.00    0.6086    1.1364
   -124.00    0.5953    1.1637
   -123.00    0.5814    1.1907
   -122.00    0.5668    1.2172
   -121.00    0.5515    1.2433
   -120.00    0.5356    1.2689
