AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 15:49:41 Compatible with AeroDyn v13.0.
Polar "T1_Re3.000_M0.00_N9.0 360 M" on Foil "T1_Re3.000_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
22.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.50          Angle of attack for zero Cn for linear Cn curve (deg)
7.01159        Cn slope for zero lift for linear Cn curve (1/rad)
-0.6999        Cn at stall value for positive angle of attack for linear Cn curve
-0.8474        Cn at stall value for negative angle of attack for linear Cn curve
-1.00          Angle of attack for minimum CD (deg)
0.0056         Minimum CD value
   -180.00   -0.0430    0.0060
   -179.00    0.0548    0.0065
   -178.00    0.1525    0.0080
   -177.00    0.2503    0.0105
   -176.00    0.3481    0.0140
   -175.00    0.4458    0.0184
   -174.00    0.5435    0.0239
   -173.00    0.6368    0.0303
   -172.00    0.7059    0.0377
   -171.00    0.7203    0.0461
   -170.00    0.6730    0.0553
   -169.00    0.5981    0.0656
   -168.00    0.5327    0.0767
   -167.00    0.4898    0.0888
   -166.00    0.4673    0.1017
   -165.00    0.4592    0.1155
   -164.00    0.4604    0.1302
   -163.00    0.4675    0.1457
   -162.00    0.4781    0.1621
   -161.00    0.4908    0.1792
   -160.00    0.5047    0.1971
   -159.00    0.5191    0.2158
   -158.00    0.5337    0.2352
   -157.00    0.5480    0.2553
   -156.00    0.5619    0.2761
   -155.00    0.5753    0.2976
   -154.00    0.5881    0.3197
   -153.00    0.6001    0.3424
   -152.00    0.6113    0.3657
   -151.00    0.6217    0.3895
   -150.00    0.6313    0.4138
   -149.00    0.6399    0.4387
   -148.00    0.6477    0.4640
   -147.00    0.6545    0.4897
   -146.00    0.6604    0.5158
   -145.00    0.6653    0.5423
   -144.00    0.6694    0.5691
   -143.00    0.6724    0.5962
   -142.00    0.6745    0.6236
   -141.00    0.6757    0.6513
   -140.00    0.6760    0.6791
   -139.00    0.6753    0.7071
   -138.00    0.6737    0.7352
   -137.00    0.6713    0.7634
   -136.00    0.6679    0.7917
   -135.00    0.6637    0.8200
   -134.00    0.6586    0.8483
   -133.00    0.6526    0.8766
   -132.00    0.6458    0.9048
   -131.00    0.6382    0.9329
   -130.00    0.6299    0.9608
   -129.00    0.6207    0.9886
   -128.00    0.6108    1.0161
   -127.00    0.6002    1.0434
   -126.00    0.5888    1.0705
   -125.00    0.5768    1.0972
   -124.00    0.5640    1.1236
   -123.00    0.5507    1.1496
   -122.00    0.5367    1.1752
   -121.00    0.5221    1.2004
   -120.00    0.5069    1.2251
   -119.00    0.4912    1.2493
   -118.00    0.4750    1.2730
   -117.00    0.4582    1.2961
   -116.00    0.4410    1.3187
   -115.00    0.4233    1.3406
   -114.00    0.4052    1.3619
   -113.00    0.3867    1.3825
   -112.00    0.3678    1.4025
   -111.00    0.3485    1.4217
   -110.00    0.3289    1.4403
   -109.00    0.3090    1.4580
   -108.00    0.2889    1.4750
   -107.00    0.2684    1.4912
   -106.00    0.2477    1.5065
   -105.00    0.2268    1.5211
   -104.00    0.2055    1.5347
