AeroDyn airfoil file Created with QBlade v0.91b 32-Bit on 03.06.2016 at 14:44:13 Compatible with AeroDyn v13.0.
Polar "T1_Re3.000_M0.00_N9.0 360 M" on Foil "T1_Re3.000_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
17.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-1.38          Angle of attack for zero Cn for linear Cn curve (deg)
6.70516        Cn slope for zero lift for linear Cn curve (1/rad)
1.1260         Cn at stall value for positive angle of attack for linear Cn curve
-0.9048        Cn at stall value for negative angle of attack for linear Cn curve
-1.50          Angle of attack for minimum CD (deg)
0.0104         Minimum CD value
   -180.00   -0.0394    0.0060
   -179.00    0.0538    0.0065
   -178.00    0.1471    0.0080
   -177.00    0.2403    0.0105
   -176.00    0.3335    0.0140
   -175.00    0.4267    0.0184
   -174.00    0.5200    0.0239
   -173.00    0.6110    0.0303
   -172.00    0.6855    0.0377
   -171.00    0.7148    0.0461
   -170.00    0.6835    0.0553
   -169.00    0.6156    0.0656
   -168.00    0.5496    0.0767
   -167.00    0.5038    0.0888
   -166.00    0.4787    0.1017
   -165.00    0.4689    0.1155
   -164.00    0.4692    0.1302
   -163.00    0.4758    0.1457
   -162.00    0.4863    0.1621
   -161.00    0.4991    0.1792
   -160.00    0.5132    0.1971
   -159.00    0.5279    0.2158
   -158.00    0.5428    0.2352
   -157.00    0.5575    0.2553
   -156.00    0.5718    0.2761
   -155.00    0.5857    0.2976
   -154.00    0.5989    0.3197
   -153.00    0.6113    0.3424
   -152.00    0.6230    0.3657
   -151.00    0.6339    0.3895
   -150.00    0.6439    0.4138
   -149.00    0.6530    0.4387
   -148.00    0.6612    0.4640
   -147.00    0.6685    0.4897
   -146.00    0.6748    0.5158
   -145.00    0.6802    0.5423
   -144.00    0.6846    0.5691
   -143.00    0.6880    0.5962
   -142.00    0.6905    0.6236
   -141.00    0.6921    0.6513
   -140.00    0.6927    0.6791
   -139.00    0.6923    0.7071
   -138.00    0.6910    0.7352
   -137.00    0.6888    0.7634
   -136.00    0.6857    0.7917
   -135.00    0.6816    0.8200
   -134.00    0.6767    0.8483
   -133.00    0.6709    0.8766
   -132.00    0.6642    0.9048
   -131.00    0.6567    0.9329
   -130.00    0.6484    0.9608
   -129.00    0.6392    0.9886
   -128.00    0.6293    1.0161
   -127.00    0.6186    1.0434
   -126.00    0.6071    1.0705
   -125.00    0.5950    1.0972
   -124.00    0.5821    1.1236
   -123.00    0.5685    1.1496
   -122.00    0.5543    1.1752
   -121.00    0.5394    1.2004
   -120.00    0.5240    1.2251
   -119.00    0.5079    1.2493
   -118.00    0.4913    1.2730
   -117.00    0.4741    1.2961
   -116.00    0.4564    1.3187
   -115.00    0.4383    1.3406
   -114.00    0.4196    1.3619
   -113.00    0.4006    1.3825
   -112.00    0.3811    1.4025
   -111.00    0.3612    1.4217
   -110.00    0.3410    1.4403
   -109.00    0.3205    1.4580
   -108.00    0.2996    1.4750
   -107.00    0.2784    1.4912
   -106.00    0.2570    1.5065
   -105.00    0.2354    1.5211
   -104.00    0.2132    1.5347
   -103.00    0.1912    1.5475
   -102.00    0.1690    1.5594
   -101.00    0.1467    1.5705
   -100.00    0.1243    1.5806
    -99.00    0.1018    1.5897
    -98.00    0.0792    1.5980
    -97.00    0.0566    1.6053
    -96.00    0.0340    1.6116
    -95.00    0.0115    1.6170
    -94.00   -0.0111    1.6214
    -93.00   -0.0336    1.6248
    -92.00   -0.0560    1.6273
    -91.00   -0.0783    1.6288
    -90.00   -0.1005    1.6293
    -89.00   -0.1225    1.6288
    -88.00   -0.1444    1.6273
    -87.00   -0.1661    1.6248
    -86.00   -0.1875    1.6214
    -85.00   -0.2087    1.6170
    -84.00   -0.2297    1.6116
    -83.00   -0.2504    1.6053
    -82.00   -0.2708    1.5980
    -81.00   -0.2909    1.5897
    -80.00   -0.3107    1.5805
    -79.00   -0.3301    1.5704
    -78.00   -0.3491    1.5594
    -77.00   -0.3678    1.5475
    -76.00   -0.3861    1.5347
    -75.00   -0.4039    1.5210
    -74.00   -0.4213    1.5065
    -73.00   -0.4383    1.4911
    -72.00   -0.4547    1.4749
    -71.00   -0.4707    1.4580
    -70.00   -0.4863    1.4402
    -69.00   -0.5012    1.4217
    -68.00   -0.5157    1.4024
    -67.00   -0.5296    1.3825
    -66.00   -0.5430    1.3618
    -65.00   -0.5558    1.3405
    -64.00   -0.5680    1.3186
    -63.00   -0.5797    1.2960
    -62.00   -0.5907    1.2729
    -61.00   -0.6011    1.2492
    -60.00   -0.6109    1.2250
    -59.00   -0.6200    1.2003
    -58.00   -0.6286    1.1751
    -57.00   -0.6364    1.1495
    -56.00   -0.6436    1.1234
    -55.00   -0.6501    1.0970
    -54.00   -0.6560    1.0703
    -53.00   -0.6611    1.0433
    -52.00   -0.6656    1.0159
    -51.00   -0.6693    0.9884
    -50.00   -0.6724    0.9606
    -49.00   -0.6747    0.9326
    -48.00   -0.6764    0.9045
    -47.00   -0.6773    0.8763
    -46.00   -0.6775    0.8480
    -45.00   -0.6770    0.8197
    -44.00   -0.6757    0.7914
    -43.00   -0.6738    0.7630
    -42.00   -0.6711    0.7348
    -41.00   -0.6677    0.7066
    -40.00   -0.6636    0.6786
    -39.00   -0.6588    0.6508
    -38.00   -0.6533    0.6231
    -37.00   -0.6471    0.5956
    -36.00   -0.6403    0.5685
    -35.00   -0.6328    0.5416
    -34.00   -0.6246    0.5150
    -33.00   -0.6158    0.4888
    -32.00   -0.6064    0.4630
    -31.00   -0.5965    0.4376
    -30.00   -0.5860    0.4126
    -29.00   -0.5751    0.3881
    -28.00   -0.5639    0.3640
    -27.00   -0.5523    0.3405
    -26.00   -0.5407    0.3175
    -25.00   -0.5291    0.2951
    -24.00   -0.5179    0.2732
    -23.00   -0.5074    0.2518
    -22.00   -0.4983    0.2309
    -21.00   -0.4913    0.2106
    -20.00   -0.4879    0.1906
    -19.00   -0.4901    0.1709
    -18.00   -0.5012    0.1514
    -17.00   -0.5265    0.1316
    -16.00   -0.5737    0.1113
    -15.00   -0.6532    0.0899
    -14.00   -0.7716    0.0676
    -13.00   -0.9154    0.0460
    -12.00   -1.0313    0.0288
    -11.00   -1.0580    0.0192
    -10.00   -0.9546    0.0133
     -9.50   -0.9153    0.0126
     -9.00   -0.8686    0.0121
     -8.50   -0.8153    0.0118
     -8.00   -0.7609    0.0116
     -7.50   -0.7058    0.0114
     -7.00   -0.6500    0.0113
     -6.50   -0.5937    0.0111
     -6.00   -0.5369    0.0110
     -5.50   -0.4797    0.0109
     -5.00   -0.4222    0.0108
     -4.50   -0.3644    0.0107
     -4.00   -0.3064    0.0106
     -3.50   -0.2482    0.0105
     -3.00   -0.1899    0.0105
     -2.50   -0.1314    0.0105
     -2.00   -0.0729    0.0104
     -1.50   -0.0144    0.0104
     -1.00    0.0442    0.0104
     -0.50    0.1028    0.0104
      0.00    0.1613    0.0105
      0.50    0.2198    0.0105
      1.00    0.2781    0.0106
      1.50    0.3364    0.0106
      2.00    0.3944    0.0107
      2.50    0.4522    0.0108
      3.00    0.5098    0.0109
      3.50    0.5670    0.0110
      4.00    0.6239    0.0111
      4.50    0.6804    0.0113
      5.00    0.7364    0.0114
      5.50    0.7918    0.0116
      6.00    0.8466    0.0118
      6.50    0.9005    0.0120
      7.00    0.9533    0.0122
      7.50    1.0049    0.0125
      8.00    1.0547    0.0128
      8.50    1.1005    0.0131
      9.00    1.1379    0.0135
      9.50    1.1780    0.0140
     10.00    1.2176    0.0147
     10.50    1.2545    0.0156
     11.00    1.2780    0.0172
     11.50    1.2989    0.0192
     12.00    1.3206    0.0213
     12.50    1.3301    0.0243
     13.00    1.3380    0.0276
     13.50    1.3523    0.0306
     14.00    1.3637    0.0341
     14.50    1.3797    0.0374
     15.00    1.4013    0.0403
     15.50    1.4133    0.0442
     16.00    1.4210    0.0487
     16.50    1.4324    0.0529
     17.00    1.4365    0.0580
     18.00    1.3940    0.0899
     19.00    1.3466    0.1091
     20.00    1.2980    0.1300
     21.00    1.2511    0.1522
     22.00    1.2078    0.1754
     23.00    1.1692    0.1996
     24.00    1.1357    0.2244
     25.00    1.1074    0.2498
     26.00    1.0839    0.2757
     27.00    1.0649    0.3020
     28.00    1.0498    0.3287
     29.00    1.0381    0.3558
     30.00    1.0294    0.3831
     31.00    1.0231    0.4108
     32.00    1.0189    0.4387
     33.00    1.0164    0.4669
     34.00    1.0152    0.4953
     35.00    1.0151    0.5240
     36.00    1.0157    0.5529
     37.00    1.0169    0.5820
     38.00    1.0185    0.6112
     39.00    1.0203    0.6406
     40.00    1.0220    0.6701
     41.00    1.0237    0.6997
     42.00    1.0252    0.7293
     43.00    1.0263    0.7590
     44.00    1.0271    0.7887
     45.00    1.0273    0.8184
     46.00    1.0270    0.8481
     47.00    1.0260    0.8776
     48.00    1.0244    0.9071
     49.00    1.0220    0.9364
     50.00    1.0189    0.9655
     51.00    1.0149    0.9944
     52.00    1.0101    1.0231
     53.00    1.0045    1.0515
     54.00    0.9979    1.0796
     55.00    0.9904    1.1074
     56.00    0.9820    1.1348
     57.00    0.9726    1.1618
     58.00    0.9622    1.1884
     59.00    0.9509    1.2146
     60.00    0.9386    1.2402
     61.00    0.9254    1.2653
     62.00    0.9111    1.2899
     63.00    0.8959    1.3139
     64.00    0.8797    1.3373
     65.00    0.8625    1.3600
     66.00    0.8444    1.3821
     67.00    0.8253    1.4035
     68.00    0.8052    1.4242
     69.00    0.7843    1.4442
     70.00    0.7624    1.4634
     71.00    0.7396    1.4818
     72.00    0.7160    1.4994
     73.00    0.6915    1.5162
     74.00    0.6661    1.5322
     75.00    0.6400    1.5473
     76.00    0.6131    1.5615
     77.00    0.5854    1.5748
     78.00    0.5570    1.5871
     79.00    0.5279    1.5986
     80.00    0.4982    1.6091
     81.00    0.4678    1.6187
     82.00    0.4368    1.6272
     83.00    0.4053    1.6348
     84.00    0.3732    1.6415
     85.00    0.3407    1.6471
     86.00    0.3077    1.6517
     87.00    0.2743    1.6553
     88.00    0.2406    1.6579
     89.00    0.2065    1.6595
     90.00    0.1721    1.6601
     91.00    0.1375    1.6597
     92.00    0.1028    1.6582
     93.00    0.0678    1.6557
     94.00    0.0328    1.6522
